,producto,precio,cantidad,medida,cantidad_
3678,Blanqueador en polvo percarbonato MPL 750 g.,1.73,0.749,kg,0.749
3679,Detergente en polvo Ariel 85 cacitos,18.75,1.0,ud,85.227
3680,Limpia lavadoras Carrefour 250 ml.,1.85,0.25,L,0.25
3681,Limpiador de bano con lejia aroma limon en gel WC Net 750 ml.,2.29,0.751,L,0.751
3682,Detergente liquido delicate con jabon de marsella Carrefour Expert 40 lavados.,2.36,1.0,ud,39.333
3683,Abrillantador de lavavajillas Finish 500 ml.,4.45,0.5,L,0.5
3684,Suavizante concentrado dulces suenos Mimosin 89 lavados.,3.79,1.0,ud,75.8
3685,Lavavajillas a maquina en pastillas todo en 1 pack XL Somat 50 ud.,8.95,49.722,ud,49.722
3686,Quitamanchas liquido Vanish 1 l.,2.09,1.0,L,1.0
3687,Suavizante concentrado florales jazmin Mimosin 78 lavados.,3.79,1.0,ud,75.8
3688,Limpiador concentrado para marmol. granito y ceramica Las 3 Brujas 1 l.,2.79,1.0,L,1.0
3689,Detergente liquido azul Wipp Express 100 lavados.,19.95,1.0,ud,99.75
3690,Limpiador de bano frescor en gel Pato pack de 2 unidades de 750 ml.,3.69,1.5,L,1.5
3691,Colgador WC aroma marino Carrefour 4 ud.,1.2,4.0,ud,4.0
3692,Servilleta dos Capas CARREFOUR 22x20 cm 500 ud - Blanco,3.35,1.0,ud,1.0
3693,Lavavajillas a mano frescor de limon Producto Blanco 1.3 l.,0.89,1.309,L,1.309
3694,Gel para lavavajillas Oro frescor anti-olor con vinagre Somat pack de 2 unidades de 50 lavados.,14.76,1.0,ud,98.4
3695,Quitamanchas ropa en polvo de color sin lejia Vanish Oxi-Action 900 g.,8.49,0.9,kg,0.9
3696,Ambientador aerosol de colonia Carrefour Essential 300 ml.,0.94,0.3,L,0.3
3697,Fregona Algodon CARREFOUR - Blanca,0.99,1.0,ud,1.0
3698,15 Bolsas de basura Handy Bag Resistente Antibacterias 20 Litros - Azul,2.79,14.684,ud,14.684
3699,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3700,Detergente liquido para lana y prendas delicadas Perlan 41 lavados.,2.85,1.25,L,1.25
3701,Gamuza atrapa polvo Carrefour 20 ud.,1.3,21.667,ud,21.667
3702,Suavizante concentrado magia de magnolia Aromaterapia Vernel 76 lavados.,3.39,1.0,ud,84.75
3703,Fregasuelos con lejia y detergente azul Estrella 2.7 l.,2.93,2.688,L,2.688
3704,Fregasuelos ph neutro Xanpa 1 l.,1.42,1.0,L,1.0
3705,Ambientador aerosol de flor de cerezo Carrefour Essential 300 ml.,0.94,0.3,L,0.3
3706,Fregasuelos concentrado mio Avevi 950 ml.,2.05,0.949,L,0.949
3707,Detergente liquido colores vivos Micolor 40 lavados.,7.49,1.0,ud,39.421
3708,Set 3 Bayetas Multiusos Microfibra BAYECO ,1.39,1.0,ud,1.0
3709,Fregasuelos aroma aloe vera con bialcohol Tenn 1.3 l.,2.58,1.303,L,1.303
3710,Fregona Hilo Microfibra CARREFOUR - Estampado,1.49,1.0,ud,1.0
3711,Set de Servilletas2 capas de Celulosa RENOVA Cocktail 90pz - Blancas,1.79,89.5,ud,89.5
3712,Papel de horno Albal 8 metros.,2.09,8.038,m,8.038
3713,Gel desatascador turbo tuberias Carrefour 500 ml.,1.6,0.5,L,0.5
3714,Detergente liquido adios al separar Total 3+1 Dixan 50 lavados.,8.89,1.0,ud,49.389
3715,Palo de Acero CARREFOUR 2.2x2.2x130 cm,0.99,1.0,ud,1.0
3716,Suavizante concentrado azul 80 lavados.,1.4,2.0,L,2.0
3717,Quitamanchas en polvo ropa blanca sin lejia Vanish Oxi-Action 900 g.,8.49,0.9,kg,0.9
3718,Gel WC frescor citrico 4en1 con lejia SaniCentro 1 l.,1.7,1.0,L,1.0
3719,2 Guantes flocados de Latex CarrefourM - Rosa,0.7,1.0,ud,1.0
3720,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3721,Limpiador multiusos Glassex 750 ml.,2.29,0.751,L,0.751
3722,Bolsa de Basura RELEVO 30l 15 ud - Amarilla,2.25,15.0,ud,15.0
3723,Toallitas captura colores Iberia Protect 25 ud.,4.79,25.211,ud,25.211
3724,Pack de 10 Pilas Alcalinas I-Tech LR06 AA Carrefour,6.9,10.0,ud,10.0
3725,Limpiamuebles ceras Carrefour 300 ml.,1.19,0.3,L,0.3
3726,Ambientador aerosol de frutos rojos Carrefour Essential 300 ml.,0.94,0.3,L,0.3
3727,Ambientador desodorante de lavavajillas aroma limon Carrefour aparato + 2 recambios.,1.5,1.0,ud,1.0
3728,Desatascador con lejia en gel WC Net 1 l.,4.85,1.0,L,1.0
3729,Suavizante concentrado talco Carrefour 80 lavados.,1.4,2.0,L,2.0
3730,Gel WC verde desincrustante Carrefour 1 l.,0.99,1.0,L,1.0
3731,Bolsas para bocadillos Carrefour 120 ud.,1.27,1.0,ud,1.0
3732,Ambientador de lavavajillas aroma limon y lima Finish 2 ud.,6.09,2.003,ud,2.003
3733,Ambientador aerosol de lavanda Carrefour Essential 300 ml.,0.9,0.3,L,0.3
3734,Quitamanchas desinfectante en polvo Sanytol 450 g.,4.99,0.45,kg,0.45
3735,Desatascador turbo WC Net 1 l.,5.85,1.0,L,1.0
3736,Detergente liquido Ariel 40 lavados.,14.11,1.0,ud,40.314
3737,Guante Satinado de Latex CARREFOURM 2 ud - Amarillo,0.7,1.0,ud,1.0
3738,Perlas de fragancia para la ropa explosion de frescor Intense Mimosin 275 g.,6.19,0.316,kg,0.316
3739,EstropajoNiquel Nanas - Inox,1.29,1.0,ud,1.0
3740,15 Bolsas de basura Reciclaje envases Handy Bag 30 Litros - Amarillas,2.95,14.75,ud,14.75
3741,Papel higienico acolchado Carrefour 9 rollos.,4.39,8.959,ud,8.959
3742,Limpiador antical liquido Viakal Clasico 750 ml.,3.25,0.751,L,0.751
3743,Bolsa de Basura RELEVO 50 l 10 ud - Verde,2.7,15.0,ud,15.0
3744,Suavizante concentrado estallido de pasion Intense Mimosin 52 lavados.,3.69,1.0,ud,52.714
3745,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3746,Lavavajillas maquina original Todo en 1 en capsulas Fairy 84 ud.,20.1,1.0,ud,83.75
3747,Bolsas de congelacion 2 tamanos Ziploc Albal 20 ud.,3.49,20.529,ud,20.529
3748,Ambientador perlas perlas perfumadas ropa limpia Essential Carrefour 1 ud.,1.45,0.11,kg,0.11
3749,Limpiamaquinas Finish 250 ml.,3.42,0.25,L,0.25
3750,Limpiador multiusos Las 3 Brujas 750 ml.,2.35,0.751,L,0.751
3751,Escoba Multiuso Carrefour - Gris,2.49,1.0,ud,1.0
3752,Suavizante concentrado azul Carrefour 160 lavados.,3.23,1.0,ud,161.5
3753,Suavizante concentrado de agua de coco y minerales Aromaterapia+ Vernel 76 lavados.,3.39,1.0,ud,84.75
3754,Fregona Tiras - Estampada,1.39,1.0,ud,1.0
3755,Set 2 Bayetas Multiusos de Fibra VILEDA Suave Ultra Fresh ,2.99,2.007,ud,2.007
3756,Set de Servilletas2 capas de Celulosa RENOVA Cocktail 30pz - Rojo,1.19,29.75,ud,29.75
3757,Ambientador automatico flor de cerezo recambio Carrefour Essential 1 ud.,1.76,0.25,L,0.25
3758,Limpiador de hornos con soda caustica Carrefour 500 ml.,1.81,0.5,L,0.5
3759,Quitamanchas liquido color Oxy 5 Neutrex 2.62 l.,4.89,2.615,L,2.615
3760,Set de 2 Estropajos con esponja SPONTEX Poder Verde,2.55,2.008,ud,2.008
3761,Set de 40 Servilletas2 capas de Celulosa RENOVA Gold 40pz - Rojo,2.45,40.833,ud,40.833
3762,Papel de cocina compacto ecologico Carrefour Eco Planet 2 rollos.,1.99,2.01,ud,2.01
3763,Limpia maquinas intensivo Somat 250 ml.,2.59,0.25,L,0.25
3764,Toallitas captura colores Protect Iberia 15 ud.,3.15,15.0,ud,15.0
3765,Caja de panuelos Collection Kleenex 56 ud.,1.78,44.5,ud,44.5
3766,Limpiador de vitroceramica e induccion en crema Carrefour 500 ml.,1.95,0.5,L,0.5
3767,Quitagrasas tira gorduras Cillit Bang 750 ml.,4.19,0.75,L,0.75
3768,Ambientador lavanda 150 g.,0.5,0.15,kg,0.15
3769,Detergente liquido Total 3+1 Dixan 100 lavados.,15.39,1.0,ud,102.6
3770,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3771,Papel de cocina rollo gigante Renova 2 rollos.,2.75,2.007,ud,2.007
3772,Film transparente Albal 30 metros.,1.94,32.333,m,32.333
3773,Limpiador de bano Tenn 1.3 l.,2.58,1.303,L,1.303
3774,Colgador WC aroma manzan floral y lirio de agua Bref 2 ud.,2.59,0.1,kg,0.1
3775,Detergente liquido optimal clen frescor alpino expert Carrefour 76 lavados.,8.19,1.0,ud,74.455
3776,Limpiador perfumado Volvone 750 ml.,1.82,0.749,L,0.749
3777,Gel antical para lavadora 3 en 1 Calgon Power Gel 750 ml.,6.35,0.75,L,0.75
3778,Suavizante concentrado delicado para pieles sensibles y alergicas Vernel 76 lavados.,3.39,1.0,ud,84.75
3779,25 Bolsas de basura Maxi Rollo Perfumadas Handy Bag 30 l - Morado,4.75,25.0,ud,25.0
3780,Quitagrasas aroma citrico recambio KH-7750 ml.,2.69,0.749,L,0.749
3781,Antical para lavadoras en pastillas Carrefour 45 ud.,3.79,47.375,ud,47.375
3782,Papel higienico humedo aloe vera Carrefour 15 ud.,0.65,16.25,ud,16.25
3783,Fregasuelos para madera efecto reparador Tenn Brillante 1.25 l.,2.99,1.251,L,1.251
3784,Limpiador higiene con lejia Cillit Bang 750 ml.,4.55,0.75,L,0.75
3785,Limpiador multiusos recambio Las 3 Brujas 750 ml.,2.09,0.749,L,0.749
3786,Lavavajillas maquina Todo en 1 aroma limon en pastillas Carrefour 60 ud.,6.09,60.9,ud,60.9
3787,Colgador WC Blue Activ Bref 2 ud.,2.59,1.0,L,1.0
3788,Discos wc activos inodoros frescor marino recambio Pato 2 ud.,4.75,2.004,ud,2.004
3789,Detergente liquido para pieles sensibles Norit 40 lavados.,6.39,1.0,ud,39.938
3790,Toallitas para gafas clean optic Carrefour Expert 30 ud.,1.55,31.0,ud,31.0
3791,2 Estropajos con esponja Carrefour- Blanca,0.99,2.02,ud,2.02
3792,Lavavajillas maquina en pastillas All in 1 Max Finish Powerball 48 ud.,13.49,48.179,ud,48.179
3793,Panuelos 3 capas resistente ecologico Carrefour Ecoplanet 100 ud.,1.25,125.0,ud,125.0
3794,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3795,Discos wc activos inodoros lima aparato + recambio Pato 1 ud.,2.69,1.0,ud,1.0
3796,Quitamanchas en polvo Vanish 600 g.,2.19,0.6,kg,0.6
3797,Fregasuelos multi superficies frescor intenso higieniza y perfuma aroma lavanda Disiclin 1000 ml.,1.71,1.0,L,1.0
3798,Gel para lavavajillas anti-grasa Excellence Duo Gel Somat 50 lavados.,8.94,1.0,ud,49.667
3799,Limpiador induccion KH-7 750 ml.,3.85,0.75,L,0.75
3800,2 Guantes flocados de Latex CarrefourP - Rosa,0.7,1.0,ud,1.0
3801,Ambientador de varillas flor de jazmin Carrefour 45 ml.,2.05,1.0,ud,1.0
3802,Rollo de bayetas MultiusosCarrefour - Amarilla,0.99,2.02,m,2.02
3803,Desengrasante multiusos perfumado El Milagrito 1 l.,2.09,1.0,L,1.0
3804,Fregasuelos aroma lavanda Xanpa 1 l.,1.42,1.0,L,1.0
3805,Detergente liquido Total 3+1 Dixan 70 lavados.,12.09,1.0,ud,71.118
3806,Detergente liquido coladas mixtas Micolor 60 lavados.,10.06,1.0,ud,59.176
3807,Toallitas limpiagafas Bref 20 ud.,1.61,20.125,ud,20.125
3808,Lejia densa proteccion Ace 2 l.,1.76,2.0,L,2.0
3809,Lavavajillas a mano aroma menta y romero ecologico Carrefour Eco Planet 500 ml.,0.99,0.5,L,0.5
3810,Panuelos Scottex 18 ud.,2.19,14.6,ud,14.6
3811,Desinfectante textil Sanicentro 1 l.,2.85,1.0,L,1.0
3812,Limpiador desinfectante gerpostar plus multiusos sin lejia Asevi 750 ml.,2.29,0.739,L,7.387
3813,Bolsa de Basura 100% Reciclado RELEVO 30 l 15 ud - Verde,2.19,14.6,ud,14.6
3814,Caja de panuelos 3 capas Scottex Original 70 ud.,1.19,59.5,ud,59.5
3815,Limpiahogar multisuperficies ph neutro Carrefour 1.5 l.,1.23,1.5,L,1.5
3816,Estropajo VILEDA No Raya 2+1 ,1.99,3.015,ud,3.015
3817,Quitamanchas ropa en polvo de color sin lejia Vanish Oxi-Action 450 g.,4.59,0.45,kg,0.45
3818,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3819,Detergente liquido Colon 50 lavados.,11.95,1.0,ud,49.792
3820,Detergente liquido aloe vera Skpi 50 lavados.,10.05,1.0,ud,50.25
3821,Lavavajillas a mano con aloe vera y vitamina E Mistol 950 ml.,2.29,0.95,L,0.95
3822,Detergente liquido con jabon vegetal recambio Eco Planet Carrefour 33 lavados.,4.15,1.0,ud,31.923
3823,Pack de 30 Pilas Alcalinas I-Tech Lr06 (Aa),11.9,29.75,ud,29.75
3824,Fregasuelos multidesinfeccion Sanicentro 1.5 l.,2.09,1.504,L,1.504
3825,Limpia maquinas duo Somat 3 ud.,2.23,3.014,ud,3.014
3826,Colgador WC Fresh Ocean Carrefour 2 ud.,1.79,0.11,kg,0.11
3827,Limpiacristales en pistola multiusos Cristasol 750 ml.,2.39,0.749,L,0.749
3828,Limpiador jabonoso para madera original Pronto 750 ml.,3.89,0.75,L,0.75
3829,Panuelos mini lotion 4 capas Carrefour 10 ud.,0.95,10.556,ud,10.556
3830,Ambientador de varillas frutos rojos Carrefour 45 ml.,2.05,1.0,ud,1.0
3831,Suavizante concentrado caricias Mimosin 190 Lavados.,6.99,1.0,ud,174.75
3832,Platos Carton CARREFOUR 23 cm 100 ud ,4.95,99.0,ud,99.0
3833,Detergente liquido coladas mixtas Micolor 40 lavados.,7.49,1.0,ud,39.421
3834,Lejia densa Carrefour 2 l.,0.88,2.0,L,2.0
3835,Fregona de Tiras Algodon VILEDA Universal,2.49,1.0,ud,1.0
3836,Detergente liquido de Marsella Omino Bianco 75 lavados,11.99,1.0,ud,74.938
3837,Lavavajillas a maquina en pastillas clasico ecologico Carrefour Eco Planet 30 ud.,2.79,1.0,ud,31.0
3838,Mopa atrapapolvo recambio Swiffer pack 20 gamuzas.,4.75,19.792,ud,19.792
3839,Bolsas de congelacion medianas Albal 40 ud.,2.69,38.429,ud,38.429
3840,Duplo Fregona CARREFOUR - Amarillo,1.69,2.012,ud,2.012
3841,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3842,Limpia muebles Carrefour 750 ml.,1.95,0.75,L,0.75
3843,Limpia lavadoras Colon 250 ml.,4.05,0.25,L,0.25
3844,Bolsas multiusos cierre cremallera Carrefour 25 ud.,1.87,26.714,ud,26.714
3845,Lejia perfumada frescor floral Conejo 2 l.,1.9,2.0,L,2.0
3846,Detergente Liquido Bebe Carrefour 50 Lavados,5.89,1.0,ud,49.083
3847,Quitagrasas con jabon de Marsella Carrefour Essential 750 ml.,1.3,0.751,L,0.751
3848,Limpiador de wc limpieza total frescor Pato 750 ml.,2.49,0.75,L,0.75
3849,Detergente liquido black Carrefour Expert 40 lavados.,4.92,1.0,ud,41.0
3850,Pastillas para lavavajillas todo en 1 Ultra Tabs Carrefour 40 ud.,5.55,39.643,ud,39.643
3851,Quitamanchas ropa blanca en polvo 5 Vanish Oxi-Action 450 g.,4.59,0.45,kg,0.45
3852,Limpiador desinfectante Las 3 Brujas 1 l.,3.09,1.0,L,1.0
3853,3 Estropajos Salvaunas Classic Scotch Brite - Verde,1.99,3.015,ud,3.015
3854,Multisuperficies Desinfectante sin lejia Sanicentro 750 ml.,2.06,0.749,L,0.749
3855,Detergente a mano lana y ropa delicada Carrefour Expert 30 lavados.,1.94,1.0,L,1.0
3856,Detergente liquido con jabon vegetal eco planet Carrefour 33 lavados ,4.29,1.0,ud,33.0
3857,Detergente liquido Complet Norit 40 lavados.,8.4,1.0,ud,40.0
3858,Gel WC ecualipto ecologico Carefour Eco Planet 750 ml.,1.1,0.748,L,0.748
3859,Ambientador automatico manzana canela recambio Carrefour Essential 1 ud.,1.76,0.25,L,0.25
3860,Pastillas antical para lavadoras 3 en 1 en Calgon 45 ud.,18.75,1.0,ud,44.643
3861,FregonaSuperabsorbenteCARREFOUR HOME Spulance - Blanca,1.3,1.0,ud,1.0
3862,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3863,3 Bayetas Multiusos Multifacil Spontex- Amarilla,2.35,2.009,ud,2.009
3864,Limpiador higiene aroma fresco eucalipto Don Limpio 1.3 l.,2.69,1.3,L,1.3
3865,Film transparente 3 en 1 Carrefour 30 metros.,1.2,30.0,m,30.0
3866,Papel de cocina compacto Foxy 3 rollos.,3.15,3.0,ud,3.0
3867,Lavavajillas a mano original Mistol 900 ml.,2.09,0.901,L,0.901
3868,Papel higienico ecologico Carrefour Eco Planet 4 rollos.,1.99,3.98,ud,3.98
3869,Lavavajillas a mano espuma activa Fairy 375 ml.,2.75,0.375,L,0.375
3870,Quitamanchas ropa blanca en gel Oxy Power Carrefour 2 l.,1.6,2.0,L,2.0
3871,Quitamanchas blanqueador en polvo Vanish Oxi Advance 400 g.,6.19,0.4,kg,0.4
3872,Ambientador en gel frutos rojos Essential Carrefour 1 ud.,0.59,0.15,kg,0.15
3873,Detergente en polvo Total 3+1 Dixan 100 lavados.,14.89,1.0,ud,99.267
3874,Set 36 Pinzas de Ropa Grandes de Plastico CARREFOUR HOME ,1.99,33.167,ud,33.167
3875,Detergente en capsulas original Ariel 23 ud.,5.79,1.0,ud,23.16
3876,Quitamanchas ropa de color en polvo Oxi Activo Mimidu 1 kg.,2.09,1.0,kg,1.0
3877,Recogedor con Palo Carrefour - Verde,2.35,1.0,ud,1.0
3878,Quitamanchas liquido blanco puro Oxy Neutrex 2.62 l.,4.89,2.615,L,2.615
3879,Lavavajillas a mano aroma frambuesa en gel ecologico Frosch 750 ml.,2.65,0.751,L,0.751
3880,Gel para lavavajillas brillo y proteccion Finish 50 lavados.,9.25,1.0,ud,51.389
3881,Ambientador de varillas absorbeolores bano Carrefour 45 ml.,2.05,1.0,ud,1.0
3882,Set 7 Estropajos Jabonosos Desengrasantes Acero AJAX ,1.79,6.885,ud,6.885
3883,2 Bayetas de cristalesCarrefour - Beige,1.59,2.013,ud,2.013
3884,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3885,Pastillas de Encendido 128 ud.,2.99,149.5,ud,149.5
3886,Panuelos balsam Kleenex pack de 8 ud.,1.59,7.95,ud,7.95
3887,10 Bolsas de basura de Plastico reciclado Handy Bag Resistente 50 Litros - Verde,3.49,9.971,ud,9.971
3888,LIMPIA VITROCERAM.CRF PIST 500,1.72,0.5,L,0.5
3889,Colgador WC Power Tropic Carrefour 2 ud.,1.79,0.11,kg,0.11
3890,Suavizante concentrado aloe vera Mimosin 89 lavados.,3.79,1.0,ud,75.8
3891,Lejia lavadora accion total Neutrex 1.8 l.,1.86,1.806,L,1.806
3892,Quitamanchas en polvo sin lejia oxigeno activo Mimidu 900 g.,2.09,1.0,kg,1.0
3893,Detergente liquido cerezas de Japon Carrefour 40 lavados.,4.11,1.0,ud,41.1
3894,LEJIA LAVADORA CARREFOUR 5 LT,1.83,4.946,L,4.946
3895,BORRADOR MAGICO D.LIMPIO 2 UND,3.19,2.006,ud,2.006
3896,Suavizante concentrado flor de la pasion y bergamota Creaciones Mimosin 60 lavados.,3.45,1.0,ud,57.5
3897,Limpiamaquinas en pastillas Finish 3 ud.,3.55,3.008,ud,3.008
3898,Detergente liquido poder quitamanchas frescor de los alpes Ariel 66 lavados.,16.89,1.0,ud,64.962
3899,Ambientador automatico nenuco recambio Fresh Matic Air Wick 3 ud.,11.1,3.0,ud,3.0
3900,Limpiacristales 3 en 1 con amoniaco Carrefour 1 l.,1.06,1.0,L,1.0
3901,Suavizante concentrado Elixir Azul Flor 60 lavados.,3.85,1.0,ud,64.167
3902,Lavavajillas a mano ultra Original Fairy 1.25 l.,3.49,1.251,L,1.251
3903,Palo Universal para Fregona o Cepillo de Acero VILEDA,3.89,1.0,ud,1.0
3904,Colgador WC liquido azul Carrefour pack de 3 unidades de 55 ml.,1.48,0.165,L,0.165
3905,Desinfectante textil sin lejia Sanytol 500 ml.,2.95,0.5,L,0.5
3906,Escoba de interior antichoque Carrefour - Gris,3.89,1.0,ud,1.0
3907,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3908,Velon Ilumnacion GAMA BASICA 57x150 cm - Blanco,0.8,0.001,ud,0.001
3909,Limpiador alfombras y Tapicerias Espuma Vanish 600 ml.,6.19,0.6,L,0.6
3910,Ambientador de armario aire limpio Ambar 1 ud.,1.34,1.0,ud,1.0
3911,Bolsas para bocadillos de 17x24 cm. Albal 50 ud.,1.47,49.0,ud,49.0
3912,Papel higienico humedo con aloe vera Sensitive Scottex 66 ud.,2.99,59.8,ud,59.8
3913,Limpia lavadoras higienizante elimina olores Sanytol 250 ml.,3.89,0.25,L,0.25
3914,Gel para lavavajillas frescor anti-olor Excellence Duo Gel Somat 50 lavados.,8.94,1.0,ud,49.667
3915,Detergente liquido para ropa de color Diario Norit 40 lavados.,6.39,1.0,ud,39.938
3916,Impregnador mopas spray Carrefour 750 ml.,2.79,0.75,L,0.75
3917,Limpiacristales con amoniaco Cristasol 1 l.,1.83,1.0,L,1.0
3918,Antihumedad recambio Carrefour 1 ud.,1.99,1.0,ud,1.0
3919,Cepillo Antichoque VILEDA 3 en 1,5.19,1.0,ud,1.0
3920,Fregasuelos concentrado naranja Avevi 950 ml.,2.05,0.949,L,0.949
3921,Amoniaco muy fuerte con detergente Carrefour 750 ml.,1.2,0.75,L,0.75
3922,Perfumador de ropa Instant Azul Spray Flor 345 ml.,3.69,0.345,L,0.345
3923,Lavavajillas a maquina aroma limon Fairy Platinum Gel 45 lavados.,8.39,1.0,ud,44.158
3924,Limpiador de induccion Indu Clen 450 ml.,7.75,0.45,L,0.45
3925,Panuelos 4 capas sensitive Carrefour 80 us.,1.25,62.5,ud,62.5
3926,Set de 75 Servilletas2 capas de Celulosa RENOVA BLK 75pz - Blancas,2.55,85.0,ud,85.0
3927,Ambientador automatico colonia recambio Carrefour Essential 1 ud.,1.76,0.25,L,0.25
3928,Detergente liquido aloe vera Skip 100 lavados.,16.39,1.0,ud,102.438
3929,Toallitas multiusos aroma citricos Carrefour 40 ud.,0.99,49.5,ud,49.5
3930,Suavizante concentrado flor de naranjo y hojas citricas ecologico Botanical Origin 45 lavados.,4.19,1.0,ud,46.556
3931,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3932,Fregasuelos concentrado multi superficies super perfumado multiusos aroma gold Disiclin 1000 ml.,1.87,1.0,L,1.0
3933,Bolsa de basura 100L- Negra,2.4,20.0,ud,20.0
3934,Palo Telescopico de Acero CARREFOUR 150 cm,1.69,1.0,ud,1.0
3935,Bloc wc 1 ud.,0.86,4.095,ud,4.095
3936,Lavavajillas a mano desengrasante frutos rojos Carrefour Expert 1 l.,1.3,1.0,L,1.0
3937,Toallitas Limpiacristales Carrefour 20 ud.,0.84,21.0,ud,21.0
3938,Antical para lavadoras en gel Carrefour 750 ml.,2.09,0.749,L,0.749
3939,Papel higienico maxi 3 capas ecologico Carrefour Eco Planet 6 ud.,2.99,5.98,ud,5.98
3940,LIMPIAV.VITROCLEN PIST. 450ML,7.09,0.45,L,0.45
3941,Toallitas multiusos aroma limon Carrefour 80 ud.,2.09,69.667,ud,69.667
3942,Limpiahogar multisuperficies ph neutro Carrefour 3 l.,2.27,2.987,L,2.987
3943,4 Estropajos fibra Carrefour - Verde,0.99,3.96,ud,3.96
3944,Lavavajillas a mano desengrasante limon Carrefour Expert 1 l.,1.29,1.0,L,1.0
3945,Lavavajillas a mano eucalipto Fairy 650 ml.,3.59,0.65,L,0.65
3946,Ambientador de lavavajillas aroma limon Finish 1 ud.,3.25,1.0,ud,1.0
3947,Colgador WC aroma lavanda Carrefour 4 ud.,1.2,4.0,ud,4.0
3948,Detergente en capsulas expert Carrefour 30 ud.,5.15,1.0,ud,30.294
3949,Ambientador absorbe olores spray Carrefour 500 ml.,2.09,0.5,L,0.5
3950,Toallitas Suelos Marsella desechables Carrefour 15 ud.,1.2,15.0,ud,15.0
3951,Detergente liquido para la ropa de bebe Frosch Baby 21 Lavados,6.19,1.0,ud,21.345
3952,Lejia densoactiva perfume menta Carrefour 2 l.,0.9,2.0,L,2.0
3953,Ambientador automatico relaxing zen recambio Glade Sense & Spray 2 ud.,4.65,1.0,ud,1.0
3954,Detergente en polvo active clean Skip 90 lavados.,16.04,1.0,ud,89.111
3955,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3956,Bolsa de Basura Cubo Pequeno Plastico Reciclado RELEVO 10/20 l15 ud,2.09,14.929,ud,14.929
3957,Antical para lavadoras en gel Calgon 2.25 l.,17.99,2.249,L,2.249
3958,Lavavajillas a mano aroma aloe vera y pepino Fairy 1015 ml.,4.32,1.014,L,1.014
3959,AGUA PERFUMADA PLANCHADO1L CRF,0.65,1.0,L,1.0
3960,Detergente liquido delicate Carrefour Expert 40 lavados.,2.51,1.0,ud,41.833
3961,Absorbeolor frigorifico Carrefour 40 g.,1.8,1.0,ud,1.0
3962,Pack de 12 Pilas Alcalinas I-Tech Carrefour Lr06 (Aa),6.95,11.983,ud,11.983
3963,Friegasuelos concentrado floral Carrefour Expert 1 l.,1.55,1.0,L,1.0
3964,Ambientador de mecha ropa limpia Carrefour Essential 375 ml.,1.28,0.375,L,0.375
3965,Lavavajillas Todo en 1 aroma limon en capsulas Carrefour 60 ud.,7.85,1.0,ud,60.385
