,producto,precio,cantidad,medida,cantidad_
5372,Comida humeda seleccion pescados para gatos adultos Whiskas Casserole pack de 12 unidades de 85 g.,5.55,12.065,ud,12.065
5373,Snack para perros Purina Friskies Funtastix 175 g,2.09,0.175,kg,0.175
5374,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,5.95,1.499,kg,1.499
5375,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,15.35,2.998,kg,2.998
5376,Pack de 3 Stick Medium Purina Dentalife,1.2,3.0,ud,3.0
5377,Pienso esterilizado de pollo para gatos Perfet Fit 1.4 kg.,6.79,1.4,kg,1.4
5378,Comida humeda esterilizada de pollo y salmon para gatos Perfect Fit Sensitive pack de 4 unidades de 85 g.,2.75,0.34,kg,0.34
5379,Comida humeda esterilizada de pollo y ternera para gatos Perfect Fit pack de 4 unidades de 85 g.,2.75,0.34,kg,0.34
5380,Comida humeda esterilizada de pescado y pavo para gatos Perfect Fit pack de 4 unidades de 85 g.,2.75,0.34,kg,0.34
5381,Comida humeda esterilizada de pescado y verduras para gatos Perfect Fit pack de 4 unidades de 85 g.,2.75,0.34,kg,0.34
5382,Pienso esterilizado de salmon para gatos Perfet Fit 1.4 kg.,6.79,1.4,kg,1.4
5383,Pienso esterilizado de pollo para gatos junior Perfet Fit 750 g.,3.85,0.75,kg,0.75
5384,Pienso de cordero y cebada integral para perro adulto Purina Beyond 3 Kg.,12.95,2.998,kg,2.998
5385,Pienso de cordero y cebada integral para perro adulto Purina Beyond 1.4 Kg.,7.75,1.399,kg,1.399
5386,Pienso de salmon y avena para perro adulto Purina Beyond 1.4 Kg.,7.75,1.399,kg,1.399
5387,Pienso de pollo y cebada integral para perro adulto Purina Beyond 1.4 Kg.,7.75,1.399,kg,1.399
5388,Pienso de pollo y arroz para perro Junior Mini Purina One 800 g.,3.09,0.801,kg,0.801
5389,Pienso de pollo y arroz para perro adulto Mini Purina One Dental 800 g.,3.09,0.801,kg,0.801
5390,Pienso de pavo y verduras para gato adulto esterilizado Purina Friskies 1.5 Kg,4.79,1.502,kg,1.502
5391,Snacks dental para perros grandes Pedigree Dentastix pack de 56 unidades,19.69,56.257,ud,56.257
5392,Snacks de buey para perro mediano Pedigree Good Chew 88 g.,1.99,0.088,kg,0.088
5393,Snacks de aves para gato Trio Crunchy Whiskas 55 g.,1.75,0.055,kg,0.055
5394,Snacks de salmon para gato Trio Crunchy Whiskas 55 g.,1.75,0.055,kg,0.055
5395,Snacks de buey para perro pequeno Pedigree Good Chew 58 g.,1.55,0.058,kg,0.058
5396,Snacks dental para perros de mas de 15 kg Pedigree Dentastix pack de 68 g,1.75,0.068,kg,0.068
5397,Comida humeda de pollo natural y verduras para gato adulto Purina Gourmet Crystal Soup 4x40 g,3.59,0.16,kg,0.16
5398,Comida humeda de salmon natural y verduras para gato adulto Purina Gourmet Crystal Soup 4x40 g,3.59,0.16,kg,0.16
5399,Pienso de pavo y verduras para gato adulto esterilizado Pavo y Verduras Purina Friskies 3Kg,8.39,2.996,kg,2.996
5400,Snack para perros Purina Friskies Funtastix 175 g,2.09,0.175,kg,0.175
5401,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,5.95,1.499,kg,1.499
5402,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,15.35,2.998,kg,2.998
5403,Pienso de buey. pollo y verduras para gato adulto Purina Felix Crunchy&Soft 950 g.,3.55,0.949,kg,0.949
5404,Pienso de salmon. atuny verduras para gato adulto Purina Felix Crunchy&Soft 950 g.,3.55,0.949,kg,0.949
5405,Pienso de pollo. pavo y verduras para gato adulto Purina Felix 950 g.,3.55,0.949,kg,0.949
5406,Comida humeda de salmon para gato Purina Gourmet Gold mousse 85 g.,0.73,0.085,kg,0.085
5407,Comida humeda de pollo para gato adulto Purina Gourmet Perle 4x85 g.,3.09,0.34,kg,0.34
5408,Comida humeda salmon y atun para gato adulto Gourmet Perle Delight Delicias 4x85 g.,3.09,0.34,kg,0.34
5409,Comida humeda de salmon y pavo para gatos Purina One Esterilizados 4x85 g,2.99,0.34,kg,0.34
5410,Comida humeda de pollo y buey para gato adulto Purina One 4x85 g,2.99,0.34,kg,0.34
5411,Comida humeda mousses para gato adulto Purina Gourmet Gold24x85 g,13.75,2.04,kg,2.04
5412,Menu premium para periquitos Vitakraft 1 kg,2.99,0.06,kg,0.06
5413,Comida humeda tartelette surtido para gatos adulto Purina Gourmet Gold 24x85 g.,13.75,24.123,ud,24.123
5414,Comida humeda de oollo para gato adulto Gourmet Gold Fondant 85 g.,0.73,0.085,kg,0.085
5415,Comida humeda de atun para gato adulto Purina Gourmet Gold Fondant 85 g.,0.73,0.085,kg,0.085
5416,Comida humeda de buey para gato adulto Purina Gourmet Nature's Creations 85 g,1.35,0.085,kg,0.085
5417,Comida humeda surtido de pescado para gato adulto Purina Gourmet Nature's Creations 4x85 g,4.45,0.34,kg,0.34
5418,Comida humeda pescado del oceano para gato adulto Purina Gourmet Nature's Creations 85 g,1.35,0.085,kg,0.085
5419,Comida humeda surtido de carne para gato adulto Purina Gourmet Nature's Creations 4x85 g,4.45,0.34,kg,0.34
5420,Comida humeda surtido de pollo para gato adulto Purina Gourmet Nature's Creations 85 g,1.35,0.085,kg,0.085
5421,Snack para gato Purina Felix Party Mix Original Mix Maxi Pack 200 g,3.55,0.2,kg,0.2
5422,Toallitas higienicas perro 100 pcs,7.95,99.375,ud,99.375
5423,Toallitas higienicas perro 40 pcs,3.95,39.5,ud,39.5
5424,Menu premium para canarios Vitakraft 1Kg,2.99,1.0,ud,1.0
5425,Nuggets con aroma a jabali para perros aventureros Purina 300 g.,2.99,0.3,kg,0.3
5426,Snack para perros Purina Friskies Funtastix 175 g,2.09,0.175,kg,0.175
5427,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,5.95,1.499,kg,1.499
5428,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,15.35,2.998,kg,2.998
5429,Pipeta repelente con extracto de margosa para perros de menos de 15 kg,9.75,3.0,ud,3.0
5430,Pipeta stop parasitos para perros de 15 a 30 kg con Dimeticona,11.49,6.016,ud,6.016
5431,Pipeta stop parasitos con Dimeticona para perros de mas de 30 kg,11.49,6.016,ud,6.016
5432,Pipeta stop parasitos con Dimeticona para perros de menos de 15 kg,8.6,6.014,ud,6.014
5433,Pipeta repelente con extracto de margosa para perros de mas de 30 kg,16.59,6.011,ud,6.011
5434,Pipeta repelente con extracto de margosa para perros de 15 a 30 kg,10.79,2.997,ud,2.997
5435,Collar para perro repelente con extracto de margosa,4.75,1.0,ud,1.0
5436,Snack Gatos Delicias de Leche Purina Felix 60 grs,1.6,0.06,kg,0.06
5437,Pienso de pavo fresco. verduras y frutas para perro adulto medium maxi Ultima Nature No Grain2.7 Kg.,14.69,2.7,kg,2.7
5438,Carrefour Comida Granulada para Carpines Dorados 100g,2.89,0.1,kg,0.1
5439,Dafnias para Capines Dorados 35 gr,2.4,0.35,kg,0.35
5440,Carrefour Gammarus Comida para Tortugas 25g,1.99,0.25,kg,0.25
5441,Champu anticaida para perro Carrefour 250 Ml,3.49,0.25,L,0.25
5442,Champu 2en1 para perro Carrefour 250 Ml,3.49,0.25,L,0.25
5443,Champu para perro Carrefour uso frecuente 250 Ml,3.49,0.25,L,0.25
5444,Champu para perro Carrefour uso frecuente 1L,6.25,1.0,L,1.0
5445,Champu de Espuma para Gatos Pelo Seco 150 Ml. Carrefour,4.25,0.15,L,0.15
5446,Pipetas para perro grande con accion repelente Dixie,8.95,2.002,ud,2.002
5447,Barra Pollo/Cerdo Perrynat 1 Kg,1.88,1.0,kg,1.0
5448,Snack Perro Duo Barritas 100 gr,0.7,0.1,kg,0.1
5449,Pienso de salmon para perro adulto Mini Ultima Sensitive 1.5 g.,7.45,1.499,kg,1.499
5450,Pienso para perros Medium Maxi Tenderissimo Brekkies 3 Kg.,7.25,2.996,kg,2.996
5451,Carrefour Comida para Canarios 1Kg,2.9,1.0,kg,1.0
5452,Carrefour Comida para Periquitos 1Kg,2.9,1.0,kg,1.0
5453,Snack para perros Purina Friskies Funtastix 175 g,2.09,0.175,kg,0.175
5454,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,5.95,1.499,kg,1.499
5455,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,15.35,2.998,kg,2.998
5456,Carrefour Comida para Periquitos y Loros 1Kg,2.9,1.0,kg,1.0
5457,Carrefour Comida para Tortolas 1Kg,2.5,1.0,kg,1.0
5458,Carrefour Comida para Conejos 800g,1.95,0.799,kg,0.799
5459,Galletas para Roedores,1.95,1.0,ud,1.0
5460,Galletas para Pajaros. Carrefour,1.5,1.0,ud,1.0
5461,Barritas con Verduras para Roedores,1.47,1.0,ud,1.0
5462,Carrefour Perlas de Anis 2Kg,1.65,2.012,kg,2.012
5463,Carrefour Barritas para Conejos con Frutas 2x55g,1.45,1.0,ud,1.0
5464,Carrefour Barritas para Canarios de Miel 2x60g,0.99,1.0,ud,1.0
5465,Pipeta Contra Insectos para Perros Pequenos Carrefour 3x1ml,3.95,0.001,ud,0.001
5466,Pipeta Contra Insectos para Perro Mediano/ Grande Carrefour 3x1.5 ml,3.95,0.001,ud,0.001
5467,Pipeta Contra Insectos para Gato Carrefour 3x0.6 ml,3.95,1.0,ud,1.0
5468,Pienso para perros de razas pequenas Carrefour 1.5 Kg,3.95,1.502,kg,1.502
5469,Vitakraft Menu Iguanas Turtle Special 1l,12.19,1.0,L,1.0
5470,Tetra Plantamin 100 ml,4.79,0.1,L,0.1
5471,Tetragammarus 500 ml,7.95,0.5,L,0.5
5472,Barritas para Loro Africano Vitakraft Miel,4.0,1.0,ud,1.0
5473,Paja Vitakraft 30L,4.5,30.0,L,30.0
5474,Tetra Reptomin Comida para Tortugas Acuaticas 1L/220g,19.85,0.22,kg,0.22
5475,Carrefour Barritas para Periquitos y Loros con Frutas y Nueces 2x70g,1.85,1.0,ud,1.0
5476,Comida para Herbivoros 1.2 kg,2.95,1.199,kg,1.199
5477,Carrefour Comida para Granivoros 1Kg,2.75,1.0,kg,1.0
5478,Carrefour Comida para Conejos 3Kg,6.95,2.996,kg,2.996
5479,Comida para Conejillos de Indias 800 gr,2.5,0.801,kg,0.801
5480,Snack para perros Purina Friskies Funtastix 175 g,2.09,0.175,kg,0.175
5481,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,5.95,1.499,kg,1.499
5482,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,15.35,2.998,kg,2.998
5483,Comida para Herviboros 3kg,6.95,2.996,kg,2.996
5484,Carrefour Comida para Chinchillas 800g,2.5,0.801,kg,0.801
5485,Collar luminoso y repelente Dixie,5.55,1.0,ud,1.0
5486,Pipetas antiparasitarias gato fipronil Dixie 3X0.50 ml,8.95,1.0,ud,1.0
5487,Champu 3en1 Dixie 500 ml,3.79,1.0,ud,1.0
5488,Pipetas permetrina leishmaniosis Dixie 1X1 ml para perro - 15 KG,4.95,1.0,ud,1.0
5489,Pipetas Permetrina flebotomos 6X1 ml perro - 15KG,19.95,1.0,ud,1.0
5490,Pipetas permetrina leishmaniosis Dixie 1X1 ml para perro + 15 KG,5.95,1.0,ud,1.0
5491,Collar antiparasitario marron oscuro Dixie ,3.95,1.0,ud,1.0
5492,Pipetas Permetrina flebotomos 6X1 ml perro + 15KG,21.95,1.0,ud,1.0
5493,Snack para perros Vitakraft Beef Burguer 18 g.,0.95,0.018,kg,0.018
5494,Comedero plegable silicona para mascotas SanDimas 15 cm,2.95,1.0,ud,1.0
5495,Heno ortiga/Calendula Cocini 500g,3.95,1.0,ud,1.0
5496,Correa para perro extensible flexible standard Medium 5M,12.9,1.0,ud,1.0
5497,Correa para perro extensible flexible standar largo,17.9,1.0,ud,1.0
5498,Tetra Easy-Balance 250 ml,10.59,0.25,L,0.25
5499,Champu antiparasitario Dixie 750 ml,7.95,0.75,L,0.75
5500,Desodorante suavizante Champu 2en1 para perros Dixie 750 Ml,5.42,0.75,L,0.75
5501,Champu repelente de insectos Dixie 350 Ml,4.39,0.35,L,0.35
5502,Collar insecticida para perro blanco Dixie,4.0,1.0,ud,1.0
5503,Collar Repelente de Parasitos para Gato y Cachorro Dixie,4.69,1.0,ud,1.0
5504,Silica de gel aglomerante para gatos2.2 Kg.,4.5,2.195,kg,2.195
5505,Pienso Esterilizado para Gatos Adultos de Pelos Bola Trucha Ultima Cat 1.5 kg,8.25,1.5,kg,1.5
5506,Duo Tiras Light 100 g,0.7,2.0,ud,2.0
5507,Snack para perros Purina Friskies Funtastix 175 g,2.09,0.175,kg,0.175
5508,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,5.95,1.499,kg,1.499
5509,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,15.35,2.998,kg,2.998
5510,Pienso de pollo y verduras para gato adulto tracto urinario Ulmita Cat 750 g.,4.15,0.75,kg,0.75
5511,Pienso de salmon y arroz para gato facil digestion Ultima Cat 750 g.,4.15,0.75,kg,0.75
5512,Pienso pavo con verduras para gato bolas de pelo Ultima Cat 750 g.,4.29,0.75,kg,0.75
5513,Barra Arroz y Zanahoria Canibaq 1 kg ,1.35,1.0,kg,1.0
5514,Pienso de pollo para perro bio Ultima Nature Dog 700g.,7.49,0.7,kg,0.7
5515,Pienso de salmon para gato adulto bio Ultima Nature Cat 400 g.,4.69,0.4,kg,0.4
5516,Pienso de salmon para perro bio Ultima Nature Dog 700 g. ,7.49,0.7,kg,0.7
5517,Pienso de pollo para gato bio Ultima Nature Cat 400 g.,4.69,0.4,kg,0.4
5518,Pienso de pollo para perro mediano-grande Dream Excellence 3 kg,7.45,3.004,kg,3.004
5519,Pienso de salmon para perro mediano-grande Dream Excellence 3 kg,8.7,3.0,kg,3.0
5520,Pienso de salmon para gato Dream Excellence 1.5 kg,4.55,1.502,kg,1.502
5521,Pienso de pollo para gato Dream Excellence 1.5 kg,4.55,1.502,kg,1.502
5522,Pienso de pollo para perro mini Dream Excellence 1.5 kg,4.15,1.498,kg,1.498
5523,Pienso de salmon para perro mini Dream Excellence 1.5 kg,4.5,1.5,kg,1.5
5524,Pienso de pollo para perro mini Dream Excellence 1.5 kg,4.15,1.498,kg,1.498
5525,Pienso de pollo para perro mediano.grande Dream Excellence 3 kg,7.45,3.004,kg,3.004
5526,Pienso de buey para perros Brekkies Dog 7.25 kg,16.95,7.244,kg,7.244
5527,Pipeta Repelente Parasito para Gato Dixie,7.95,1.0,ud,1.0
5528,Snoby Comida para Canarios 500g,0.65,0.5,kg,0.5
5529,Snoby Comida para Periquitos 500g,0.65,0.5,kg,0.5
5530,Snoby Comida para Loros y Cotorras 500g,0.85,0.5,kg,0.5
5531,Snack para perros Purina Friskies Funtastix 175 g,2.09,0.175,kg,0.175
5532,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,5.95,1.499,kg,1.499
5533,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,15.35,2.998,kg,2.998
5534,Carrefour Comida para Conejos Snoby 500g,0.79,0.5,kg,0.5
5535,Carrefour Comida para Roedores Snoby 500g,0.79,0.5,kg,0.5
5536,Aromatizante de Pino para Arena de Gato 750 gr. Carrefour,4.5,0.75,kg,0.75
5537,2 Pipetas Insecticida para Perro Medio Dixie 10-20 Kg,12.69,2.002,ud,2.002
5538,2 Pipetas de Insecticida para Perro Grande Dixie 20-40Kg,12.5,2.0,ud,2.0
5539,Ultima Pienso para Gatos Esterilizados de Salmon 7.5 Kg,29.95,7.506,kg,7.506
5540,Pienso de cordero. cereales. verduras y frutas para perro adulto medium maxi Ultima Nature7 Kg.,27.25,7.005,kg,7.005
5541,Pienso de pollo. cereales. verduras y frutas para perros adultos Ultima Nature Medium Maxi 7 Kg.,27.25,7.005,kg,7.005
5542,Vitakraft Vita Verde Heno + Manzanilla 500g,6.95,0.5,kg,0.5
5543,Collar para perro Shiny 10x300Mm,5.95,1.0,ud,1.0
5544,Alimento Humedo para Gato con Atun y Zanahorias 400gr,0.31,0.403,kg,0.403
5545,Alimento Humedo para Gato con Buey y Zanahorias 400gr,0.31,0.403,kg,0.403
5546,Ultima Pienso para Gato Esterilizado Sabor pollo 3kg,15.35,2.998,kg,2.998
5547,Ultima Pienso para Gato Esterelizado Sabor salmon 3kg,15.35,2.998,kg,2.998
5548,Comida humeda de pescado para gatos pescado Carrefour 12x100 g.,2.89,1.199,kg,1.199
5549,Arena para Gato Sanicat Zen6 L,8.79,5.98,L,5.98
5550,Pienso de salmon y arroz para gato adulto digestion sensible Purina ONE Bifensis1.5 Kg,7.65,1.5,kg,1.5
5551,Ultima Pienso para Gato Esterilizado Adulto +10 Sabor pollo 3kg.,15.35,2.998,kg,2.998
5552,Comida humeda surtido de verduras para gato Purina Felix Fantastic Gelatina Seleccion 4x100 g,2.15,0.4,kg,0.4
5553,Snacks de queso para gatos Catisfactions 60 g.,1.45,0.06,kg,0.06
5554,Comida humeda seleccion mixta en gelatina para gatos Sheba Delicatezze pack de 4 unidades de 85 g.,2.49,0.34,kg,0.34
5555,Snack de pollo y pato para perro Pedigree Tasty Mini 130 g.,1.99,0.13,kg,0.13
5556,Comida para conejos enanos Menu Aroma Vitakraft3Kg.,8.7,3.0,kg,3.0
5557,Pienso de ternera Brekkies para gato adultos1.5 kg.,4.25,1.502,kg,1.502
5558,Snack para perros Purina Friskies Funtastix 175 g,2.09,0.175,kg,0.175
5559,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,5.95,1.499,kg,1.499
5560,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,15.35,2.998,kg,2.998
5561,Dentifrico con fluor anti-caries sabor menta Bi-Fluore 250 mg Fluocaril pack de 2 unidades de 150 ml.,8.55,0.25,L,2.5
5562,Gel dermatologico ph 5.5 con colageno y lipo-proteinas Inibsa pack de 2 unidades de 1 l.,7.29,2.025,L,20.25
5563,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5564,Toallitas hidroalcoholicas con aloe vera y pantenol Soft Carrefour 50 ud.,1.59,53.0,ud,53.0
5565,Gel de bano suave cuerpo y cabello Mustella 500 ml.,9.39,0.499,L,4.995
5566,Dentifrico antiplaca y anticaries Lacer pack de 2 unidades de 125 ml.,9.95,0.25,L,2.5
5567,Enjuague bucal Gingilacer 1000 ml.,14.59,0.999,L,9.993
5568,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5569,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5570,VITESSE TOALLITAS P.MIXTAS X20,2.39,29.875,ud,29.875
5571,Tabletas limpiadoras para protesis dentales accion desinfectante con oxigeno activo Polident 30 ud.,4.69,29.313,ud,29.313
5572,Tarrito de verduritas con lenguado desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5573,Colutorio fluor sabor fresa uso diario Lacer 500 ml.,5.89,0.499,L,4.992
5574,GASAS ESTERILES CRF 10UNIDADES,1.1,10.0,ud,10.0
5575,Dentifrico Junior de fresa Fluor Kin 75 ml.,3.99,0.075,L,0.75
5576,Tarrito de jamon y ternera con menestra de verduras desde los 6 meses Nutriben Potitos 235 g.,0.99,0.235,kg,0.235
5577,Apositos Universal Surtido 4 tamanos Hansaplast 40 ud.,2.49,41.5,ud,41.5
5578,Tiras adhesivas de tejido elastico Carrefour 10 ud.,1.55,0.601,m,0.601
5579,Cepillo dental medio Vitis 2 ud.,6.49,2.003,ud,2.003
5580,Dentifrico infantil de 2 a 6 anos Fluor Kin 100 ml.,4.39,0.075,L,0.75
5581,Locion corporal hidratacion profunda para piel seca Neutrogena 750 ml.,16.59,0.751,L,7.507
5582,Tarrito de ternera con patatas y zanahorias desde los 6 meses Nutriben Potitos 235 g.,0.99,0.235,kg,0.235
5583,Crema de manos concentrada Neutrogena pack de 2 unidades de 50 ml.,10.45,0.1,L,1.0
5584,Dentifrico Encias Vitis 100 ml.,6.09,0.1,L,1.0
5585,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5586,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5587,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5588,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5589,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5590,Colutorio clorhexidina Lacer 500 ml.,7.09,0.499,L,4.993
5591,Alcohol de romero Carrefour 250 ml.,1.99,0.249,L,2.488
5592,Colutorio triple accion Lacer-Oros 500 ml.,9.19,0.499,L,4.995
5593,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5594,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5595,Dentifrico para el cuidado de las encias original menta y jengibre Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5596,Esparadrapo tejido sin tejer hipoalergenico 5 m x 2.5 cm Dr. Sos 1 ud.,1.82,5.056,m,5.056
5597,Protector Absorbente Sabanindas Extra 60x60cm 20 ud.,8.65,20.116,ud,20.116
5598,Pastillas de propolis con sabor a limon y miel Juanola 100 g.,4.59,0.1,kg,1.0
5599,Dentifrico control Duplo Parogencyl pack de 2 unidades de 125 ml.,6.89,0.25,L,2.496
5600,Tarrito de guiso de pollo y ternera con judias verdes desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5601,Cepillo dental suave Vitis 2 ud.,6.49,2.003,ud,2.003
5602,Solucion acuosa clorhexidina 2% en spray antiseptico para piel sana Carrefour 50 ml.,1.9,0.05,L,0.5
5603,Tableta limpiadora ortodoncias y ferulas Corega 36 ud.,7.49,35.667,ud,35.667
5604,Dentifrico plus fluor Desensin pack de 2 unidades de 125 g.,6.19,1.0,ud,1.0
5605,Crema de manos rapida absorcion Neutrogena pack de 2 unidades de 75 ml.,10.19,2.002,ud,2.002
5606,Tarrrito de ternera con judias verdes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5607,Dentifrico original Parodontax 75 ml.,5.25,0.075,L,0.75
5608,Venda de algodon de 5 m x 5 cm. Carrefour Soft 2 ud.,1.18,2.0,ud,2.0
5609,Tiras adhesivas para pieles sensibles transpirables Carrefour Soft 20 ud.,1.55,19.375,ud,19.375
5610,Dentifrico blanqueadora con fluor Lacer Blanc 125 ml.,7.55,0.125,L,1.25
5611,Dentifrico anti-caries sabor menta Bi-Fluore 250 Fluocaril 125 ml.,5.09,0.125,L,1.251
5612,Seda dental con cera Vitis 2 x 50 m.,7.09,2.003,ud,2.003
5613,Tapones para los oidos espuma Carrefour Soft 8 ud.,3.35,7.976,ud,7.976
5614,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5615,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5616,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5617,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5618,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5619,Dentifrico blanqueadora Vitis 100 ml.,6.95,0.1,L,1.0
5620,Colutorio anticaries. antiplacas y antimicrobiano Lacer 500 ml.,7.29,0.499,L,4.993
5621,Dentifrico tratante en sensibilidad dental SensiLacer 125 ml.,6.95,0.125,L,1.25
5622,Vitamina C + Zinc sabor limon en comprimidos efervescentes Optiform sin gluten sin lactosa 20 ud.,2.09,0.084,kg,0.839
5623,Solucion unica con antideposito de proteinas para lentes de contacto blandas Novalens 500 ml.,5.99,0.499,L,4.992
5624,Dentifrico blanqueador Fluocaril pack de 2 unidades de 75 ml.,7.09,0.15,L,1.499
5625,Tarrito de pollo con arroz desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5626,Tarrito de macedonia de frutas desde 6 meses Nutriben 250 g.,0.99,0.235,kg,0.235
5627,Crema de manos Urea Repair Plus Eucerin pack de 2 unidades de 75 ml.,8.19,0.15,L,1.5
5628,Compresa tocologica de celulosa grande Maternity 25 ud.,2.35,26.111,ud,26.111
5629,Termometro digital Carrefour Soft 1 ud.,6.12,1.0,ud,1.0
5630,Dentifrico proteccion completa Parodontax 75 ml.,6.19,0.075,L,0.75
5631,Protector para labios secos Eucerin 1 ud.,2.49,0.005,kg,0.048
5632,Cepillo dental interdentales Interprox 6 ud.,4.99,6.012,ud,6.012
5633,Suero fisiologico fuerza fuerte Rhinomer 135 ml,8.79,0.135,L,1.35
5634,Toallitas hidroalcoholicas con aloe vera y pantenol Soft Carrefour 15 ud.,1.06,15.143,ud,15.143
5635,Cepillo dental suace access Vitis 2 ud.,6.39,2.003,ud,2.003
5636,Leche infantil para lactantes desde el primer dia en polvo Blemil Plus Optimum 1 lata 800 g.,25.3,0.8,kg,0.8
5637,Protector de cama 80 x 180 cms Sabanindas 20 ud.,12.95,19.923,ud,19.923
5638,Crema para el cuidado facial. cuello y escote Xhekpon 40 ml. ,6.95,0.04,L,0.4
5639,Crema Adhesiva Clasica Tamano Ahorro Kukident 70 g.,10.65,0.07,kg,0.7
5640,Cepillo dental interdental plus micro Interprox 6 ud.,4.99,1.0,ud,1.0
5641,Higiene intima calmante Eucerin pack de 2 unidades de 250 ml.,7.89,0.499,L,4.994
5642,Gel reparador Vaseline 100 ml.,2.49,0.1,L,1.0
5643,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499
5644,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5645,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5
5646,Colutorio diario para el cuidado de encias Parodontax 500 ml.,7.65,0.5,L,5.0
5647,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235
5648,Braguitas desechables unitalla Indasec Pospart 4 ud.,3.85,4.01,ud,4.01
5649,Tiras adhesivas Frozen Hansaplast 20 ud.,2.75,19.643,ud,19.643
5650,Multi vitaminas sabor naranja en comprimidos efervescentes Optiform sin gluten sin lactosa 20 ud.,2.09,0.09,kg,0.901
5651,Dentifrico blanqueante sabor menta Lacer 150 ml.,7.39,0.15,L,1.499
5652,Desodorante roll-on anti-transpirante 48h. Vichy 50 ml.,7.69,0.05,L,0.5
5653,Complemento Alimenticio desde 12 meses sabor chocolate Pediasure 850gr,23.61,0.85,kg,0.85
5654,Aceite Ãrbol Te Bio Arganour 20ml,6.95,0.02,L,0.2
5655,Crema pies ultra-hidratante Neutrogena pack de 2 unidades de 100 ml.,12.69,0.2,L,2.002
5656,Apositos gasa algodon 20x20 cm. Loto caja 90 ud.,3.25,81.25,ud,81.25
5657,Limpiador para protesis dentales Carrefour 108 ud.,6.35,105.833,ud,105.833
5658,Aceite de rosa mosqueta ecologico Arganour 50 ml.,9.15,0.05,L,0.5
5659,Caramelo sabor arandano rojo sin azucar Ricola 50 g.,2.29,0.05,kg,0.5
5660,Gel intima odor block Vagisil 250 ml.,6.55,0.25,L,2.5
5661,Leche infantil para lactantes en polvo Nan Supreme Pro 1 lata 800 g.,23.4,0.8,kg,0.8
5662,Papilla Infantil Blevit Plus Duplo 8 Cereales y Fruta 600 gr,9.19,0.6,kg,0.6
