,precio,precio_anterior,precio_rel,producto,link
155,1.89 ,1.49 ,3.79 /kg | 2.99 /kg,Tomate azul a granel 500 Kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=144
156,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=144
157,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=144
158,1.92 ,1.68 ,19.20 /kg | 16.80 /kg,Tostaditas con arandanos Bimbo 90 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=168
159,2.09 ,1.99 ,9.09 /kg | 8.65 /kg,Masa hojaldre rectangular Buitoni sin lactosa 230 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=168
160,4.95 ,4.50 ,5.50 /kg | 5 /kg,Panettone de chocolate Carrefour El Mercado 900 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=168
161,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=168
162,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=168
163,5.94 ,3.90 ,0.99 /kg | 0.65 /kg,Naranjas de mesa Carrefour El Mercado saco de 6 kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=192
164,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=192
165,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=192
166,1.89 ,1.85 ,1.89 /kg | 1.85 /kg,Cebolla ecologica Carrefour Bio 1 kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=216
167,2.22 ,1.99 ,4.45 /kg | 3.99 /kg,Jamon de cerdo troceado Carrefour 500 g aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=216
168,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=216
169,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=216
170,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=240
171,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=240
172,2.67 ,2.59 ,4.53 /kg | 4.39 /kg,Pan de molde con grano entero 12 cereales Bimbo-Oreweat 680 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=264
173,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=264
174,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=264
175,4.69 ,4.24 ,9.39 /kg | 8.49 /kg,Filete 1ªA de vacuno 500 g aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=288
176,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=288
177,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=288
178,3.98 ,3.49 ,9.95 /kg | 8.72 /kg,Picada de vacuno ecologico Carrefour Bio 400 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=312
179,5.60 ,5.03 ,4 /kg | 3.59 /kg,Alas de pollo Carrefour 1.4 kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=312
180,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=312
181,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=312
182,4.95 ,4.50 ,5.50 /kg | 5 /kg,Panettone de frutas clasico Carrefour El Mercado 900 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=336
183,14.95 ,29.90 /kg,Solomillo de vacuno 500 g aproxTipo de corte:Entero,Filete grueso 2 cm,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=336
184,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=336
185,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=336
186,1.91 ,1.78 ,16.61 /kg | 15.48 /kg,Jamon cocido braseado Campofrio Finissimas sin gluten 115 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=360
187,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=360
188,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=360
189,5.75 ,4.59 ,57.50 /kg | 45.90 /kg,Salmon ahumado noruego Royal 100 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=384
190,4.15 ,3.99 ,41.50 /kg | 39.90 /kg,Paleta de cebo iberica 50% raza iberica en lonchas Carrefour 100 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=384
191,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=384
192,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=384
193,8.39 ,8.15 ,11.99 /kg | 11.64 /kg,Gambon extra grande crudo Carrefour 700 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=408
194,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=408
195,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=408
196,4.67 ,4.47 ,9.35 /kg | 8.95 /kg,Solomillo de cerdo al romero El Pozo Extratiernos 500 g aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=432
197,13.99 ,11.89 ,13.99 /kg | 11.89 /kg,Chuleton de vacuno 1 Kg aproxTipo de corte:Filete grueso 2 cm,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=432
198,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=432
199,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=432
200,2.59 ,2.39 ,17.27 /kg | 15.93 /kg,Queso rallado mozzarella Arla 150 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=456
201,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=456
202,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=456
203,14.25 ,13.99 ,17.81 /kg | 17.49 /kg,Langostino cocido extra Pescanova 800 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480
204,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480
205,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=480
206,3.39 ,3.20 ,16.95 /kg | 16 /kg,Queso tierno en lonchas El Ventero 200 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504
207,2.69 ,2.50 ,9.61 /kg | 8.93 /kg,Masa para empanada Buitoni sin lactosa 280 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504
208,125 ,105 ,16.67 /kg | 14 /kg,Jamon de cebo iberico 50% raza iberica El Lujo sin lactosa pieza de 7 kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504
209,3.69 ,3.59 ,8.39 /kg | 8.16 /kg,Berlinas bombon Donuts 8 ud.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504
210,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504
211,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=504
212,4.71 ,4.22 ,7.25 /kg | 6.49 /kg,Lomo de cerdo al ajillo fileteado Carrefour 650 g aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528
213,14.25 ,13.99 ,17.81 /kg | 17.49 /kg,Langostino extra crudo Pescanova 800 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528
214,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528
215,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=528
216,4.79 ,2.95 ,0.96 /kg | 0.59 /kg,Patata lavada Carrefour 5 Kg,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552
217,1.19 ,0.79 ,2.38 /kg | 1.58 /kg,Brocoli Carrefour 500g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=552
218,1.67 ,1.56 ,27.83 /kg | 26 /kg,Queso rallado Grana Padano Galbani 60 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=648
219,1.75 ,1.19 ,10 /kg | 6.80 /kg,Finas del mar con gambas al ajillo 175 g,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=792
220,3.09 ,2.95 ,30.90 /kg | 29.50 /kg,Salmon noruego Carrefour 100 g. ,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=840
221,69 ,49 ,17.25 /kg | 12.25 /kg,Paleta de cebo iberica curada 50% raza iberica semideshuesada Serie Oro ElPozo pieza 4.5 kg aprox,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=912
222,1.35 ,8.99 /kg,Chopped de lata cuadrada La Selva 150 g aprox,Sin glutenTipo de corte:Loncha fina 1mm,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=912
223,6.29 ,5.95 ,41.93 /kg | 39.67 /kg,Solomillo de salmon ahumado noruego carrefour Seleccion 150 g.,https://www.carrefour.es/supermercado/productos-frescos/cat20002/c?offset=936
224,1.22 ,1 ,1.22 /l | 1 /l,Cerveza Cruzcampo Pilsen botella 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=144
225,0.93 ,0.84 ,1.86 /l | 1.68 /l,Agua mineral con gas Perrier natural 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=168
226,8.50 ,8.29 ,4.29 /l | 4.19 /l,Cerveza Alhambra reserva pack de 6 botellas de 33 cl.+ copa ,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=192
227,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=264
228,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=264
229,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=264
230,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=264
231,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=264
232,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=288
233,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=288
234,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=288
235,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=288
236,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=288
237,1.27 ,1.15 ,2.54 /l | 2.30 /l,Monster Energy ultra red zero azucar bebida energetica lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=312
238,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=312
239,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=312
240,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=312
241,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=312
242,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=312
243,4.39 ,3.70 ,4.39 /ud | 3.70 /ud,Bach Extrisimo Blanco 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=336
244,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=336
245,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=336
246,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=336
247,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=336
248,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=336
249,1.07 ,1 ,1.07 /l | 1 /l,Cerveza rubia Amstel 100% malta botella 1 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=360
250,6.15 ,5.35 ,1.86 /l | 1.62 /l,Cerveza Budweiser Lager pack de 10 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=360
251,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=360
252,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=360
253,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=360
254,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=360
255,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=360
256,1.65 ,1.15 ,3.30 /l | 2.30 /l,Monster Energy Ultra Fiesta Mango bebida energetica lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=384
257,3.95 ,3.85 ,3.95 /ud | 3.85 /ud,Chuvia Godello Blanco 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=384
258,33.90 ,29.90 ,33.90 /ud | 29.90 /ud,Estuche 2 Bot. Juve & Camps Reserva De La FamiliaCava 2017,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=384
259,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=384
260,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=384
261,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=384
262,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=384
263,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=384
264,7.65 ,7.40 ,7.65 /ud | 7.40 /ud,Marques De Riscal Verdejo Blanco 2021,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=408
265,9.19 ,7.29 ,4.59 /l | 3.64 /l,Red Bull bebida energetica pack de 8 latas de 25 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=408
266,1.56 ,1.15 ,3.12 /l | 2.30 /l,Monster Energy Ultra Paradise bebida energetica lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=408
267,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=408
268,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=408
269,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=408
270,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=408
271,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=408
272,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=432
273,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=432
274,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=432
275,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=432
276,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=432
277,9.89 ,7.99 ,9.89 /ud | 7.99 /ud,Celeste Tinto Roble 2020,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=456
278,0.82 ,0.80 ,1.64 /l | 1.60 /l,Cerveza rubia Cruzcampo Pilsen lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=456
279,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=456
280,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=456
281,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=456
282,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=456
283,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=456
284,1.72 ,1.54 ,3.44 /l | 3.08 /l,Cerveza Desperados sabor tequila lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=480
285,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=480
286,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=480
287,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=480
288,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=480
289,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=480
290,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=504
291,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=504
292,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=504
293,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=504
294,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=504
295,23.50 ,23.49 ,33.57 /l | 33.56 /l,Cardhu Whisky,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=528
296,0.94 ,0.84 ,1.88 /l | 1.68 /l,Agua mineral con gas Perrier sabor lima 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=528
297,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=528
298,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=528
299,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=528
300,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=528
301,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=528
302,2.19 ,2.15 ,2.19 /ud | 2.15 /ud,Vino D.O. Penedes blanco semidulce 3 Reinos 75 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=552
303,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=552
304,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=552
305,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=552
306,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=552
307,0.57 ,0.53 ,1.14 /l | 1.06 /l,Agua mineral Font Vella 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=552
308,1.72 ,1.55 ,3.44 /l | 3.10 /l,Cerveza Desperados sabor mojito lata 50 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=576
309,13.10 ,13.09 ,13.10 /ud | 13.09 /ud,Cune Tinto 2018,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=576
310,12.99 ,11.49 ,3.28 /l | 2.90 /l,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=576
311,15.40 ,11.95 ,1.67 /l | 1.29 /l,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=576
312,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=576
313,6.76 ,6.24 ,0.84 /l | 0.78 /l,Coca Cola pack 4 botellas 2 l.,https://www.carrefour.es/supermercado/bebidas/cat20003/c?offset=576
