,producto,link,nombre_prod,Q,precio,anadir
131,"Tomate frito receta artesana Hacendado
Tarro 300 g
1,28 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito receta artesana Hacendado,Tarro 300 g,"1,28 € /ud.",Añadir al carro
132,"Tomate frito Hida
Bote 400 g
1,18 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito Hida,Bote 400 g,"1,18 € /ud.",Añadir al carro
133,"Tomate frito estilo casero Hacendado
Brick 380 g
0,93 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito estilo casero Hacendado,Brick 380 g,"0,93 € /ud.",Añadir al carro
134,"Tomate frito Hacendado con aceite de oliva
3 mini bricks x 210 g
0,85 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito Hacendado con aceite de oliva,3 mini bricks x 210 g,"0,85 € /pack",Añadir al carro
135,"Tomate frito sin azúcares añadidos Hacendado
Tarro 560 g
0,94 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito sin azúcares añadidos Hacendado,Tarro 560 g,"0,94 € /ud.",Añadir al carro
136,"Tomate frito con cebolla Hacendado
Brick 380 g
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Tomate frito con cebolla Hacendado,Brick 380 g,"1,05 € /ud.",Añadir al carro
137,"Salsa barbacoa Hacendado
Bote 350 g
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa barbacoa Hacendado,Bote 350 g,"1,00 € /ud.",Añadir al carro
138,"Salsa pimienta verde Hacendado
Sobre 50 g
0,75 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa pimienta verde Hacendado,Sobre 50 g,"0,75 € /ud.",Añadir al carro
139,"Salsa burger Hacendado
Bote 250 ml
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa burger Hacendado,Bote 250 ml,"1,25 € /ud.",Añadir al carro
140,"Salsa barbacoa dulce y picante Hacendado
Botella 250 ml
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa barbacoa dulce y picante Hacendado,Botella 250 ml,"1,25 € /ud.",Añadir al carro
141,"Salsa estilo argentino Hacendado
Tarro 285 g
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa estilo argentino Hacendado,Tarro 285 g,"1,20 € /ud.",Añadir al carro
142,"Salsa chimichurri Hacendado
Botella 250 ml
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa chimichurri Hacendado,Botella 250 ml,"1,25 € /ud.",Añadir al carro
143,"Salsa Piri Piri Hacendado
Botella 195 ml
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa Piri Piri Hacendado,Botella 195 ml,"1,00 € /ud.",Añadir al carro
144,"Salsa fresca Roquefort Hacendado
Paquete 130 g
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Roquefort Hacendado,Paquete 130 g,"1,30 € /ud.",Añadir al carro
145,"Salsa pesto alla genovese Hacendado
Tarro 200 g
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa pesto alla genovese Hacendado,Tarro 200 g,"1,50 € /ud.",Añadir al carro
146,"Salsa boloñesa Hacendado
Tarro 300 g
0,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa boloñesa Hacendado,Tarro 300 g,"0,95 € /ud.",Añadir al carro
147,"Salsa de tomate, albahaca y orégano Hacendado
Tarro 300 g
0,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,"Salsa de tomate, albahaca y orégano Hacendado",Tarro 300 g,"0,95 € /ud.",Añadir al carro
148,"Salsa fresca Trufa Hacendado
Paquete 140 g
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Trufa Hacendado,Paquete 140 g,"1,30 € /ud.",Añadir al carro
149,"Salsa fresca Queso Hacendado
Paquete 180 g
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Queso Hacendado,Paquete 180 g,"1,20 € /ud.",Añadir al carro
150,"Salsa fresca Pesto Hacendado
Paquete 150 g
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Pesto Hacendado,Paquete 150 g,"1,20 € /ud.",Añadir al carro
151,"Salsa fresca Setas Hacendado
Paquete 200 g
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Setas Hacendado,Paquete 200 g,"1,20 € /ud.",Añadir al carro
152,"Salsa fresca Carbonara Hacendado
Paquete 200 g
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa fresca Carbonara Hacendado,Paquete 200 g,"1,20 € /ud.",Añadir al carro
153,"Salsa napolitana Hacendado
Tarro 300 g
0,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa napolitana Hacendado,Tarro 300 g,"0,95 € /ud.",Añadir al carro
154,"Salsa pesto rosso Hacendado
Tarro 200 g
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa pesto rosso Hacendado,Tarro 200 g,"1,25 € /ud.",Añadir al carro
155,"Salsa de soja Hacendado
Botella 250 ml
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa de soja Hacendado,Botella 250 ml,"1,35 € /ud.",Añadir al carro
156,"Salsa teriyaki Hacendado
Botella 250 ml
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa teriyaki Hacendado,Botella 250 ml,"1,50 € /ud.",Añadir al carro
157,"Salsa de soja dulce Hacendado
Botella 250 ml
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa de soja dulce Hacendado,Botella 250 ml,"1,35 € /ud.",Añadir al carro
158,"Salsa agridulce Hacendado
Bote 350 g
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa agridulce Hacendado,Bote 350 g,"1,00 € /ud.",Añadir al carro
159,"Salsa thai chili dulce J-Lek
Botella 235 ml
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa thai chili dulce J-Lek,Botella 235 ml,"1,00 € /ud.",Añadir al carro
160,"Salsa de soja sin gluten Hacendado
Botella 250 ml
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa de soja sin gluten Hacendado,Botella 250 ml,"2,40 € /ud.",Añadir al carro
161,"Salsa de ostras Hacendado
Botella 255 g
1,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa de ostras Hacendado,Botella 255 g,"1,80 € /ud.",Añadir al carro
162,"Guacamole Hacendado
Tarrina 500 g
3,29 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Guacamole Hacendado,Tarrina 500 g,"3,29 € /ud.",Añadir al carro
163,"Guacamole Hacendado
Tarrina 200 g
1,59 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Guacamole Hacendado,Tarrina 200 g,"1,59 € /ud.",Añadir al carro
164,"Bechamel Hacendado
3 mini bricks x 200 ml
1,55 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/117,Bechamel Hacendado,3 mini bricks x 200 ml,"1,55 € /pack",Añadir al carro
165,"Salsa mexicana Hacendado
Tarro 300 g
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa mexicana Hacendado,Tarro 300 g,"1,20 € /ud.",Añadir al carro
166,"Salsa césar Hacendado
Bote 310 ml
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa césar Hacendado,Bote 310 ml,"1,20 € /ud.",Añadir al carro
167,"Aliño de aceite, ajo y perejil Hacendado
Tarrina 150 ml
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,"Aliño de aceite, ajo y perejil Hacendado",Tarrina 150 ml,"1,20 € /ud.",Añadir al carro
168,"Salsa de queso Hacendado
Tarro 300 g
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa de queso Hacendado,Tarro 300 g,"1,25 € /ud.",Añadir al carro
169,"Salsa miel y mostaza Hacendado
Bote 300 ml
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa miel y mostaza Hacendado,Bote 300 ml,"1,20 € /ud.",Añadir al carro
170,"Salsa yogur Hacendado
Bote 310 ml
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa yogur Hacendado,Bote 310 ml,"1,20 € /ud.",Añadir al carro
171,"Chili con carne La Fondita
Bote 418 g
2,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Chili con carne La Fondita,Bote 418 g,"2,00 € /ud.",Añadir al carro
172,"Salsa brava picante Hacendado
Bote 320 g
0,85 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa brava picante Hacendado,Bote 320 g,"0,85 € /ud.",Añadir al carro
173,"Extracto original de buey Bovril
Tarro 125 g
2,55 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Extracto original de buey Bovril,Tarro 125 g,"2,55 € /ud.",Añadir al carro
174,"Salsa cocktail Hacendado
Tarro 500 ml
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa cocktail Hacendado,Tarro 500 ml,"1,20 € /ud.",Añadir al carro
175,"Salsa cocktail Hacendado
Bote 460 ml
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa cocktail Hacendado,Bote 460 ml,"1,25 € /ud.",Añadir al carro
176,"Salsa gajos rústica Hacendado
Bote 250 ml
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa gajos rústica Hacendado,Bote 250 ml,"1,25 € /ud.",Añadir al carro
177,"Salsa especiada Lea & Perrins
Botella 150 ml
2,15 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa especiada Lea & Perrins,Botella 150 ml,"2,15 € /ud.",Añadir al carro
178,"Salsa picante Mc. Ilhenny Tabasco
Botella 57 ml
2,59 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa picante Mc. Ilhenny Tabasco,Botella 57 ml,"2,59 € /ud.",Añadir al carro
179,"Salsa de trufas
Bote 80 g
2,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa de trufas,Bote 80 g,"2,95 € /ud.",Añadir al carro
180,"Salsa ranchera Hacendado
Bote 250 ml
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa ranchera Hacendado,Bote 250 ml,"1,25 € /ud.",Añadir al carro
181,"Carne de pimiento choricero El Sol
Tarro 140 g
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Carne de pimiento choricero El Sol,Tarro 140 g,"1,30 € /ud.",Añadir al carro
182,"Salsa curry Hacendado
Bote 250 ml
1,45 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Salsa curry Hacendado,Bote 250 ml,"1,45 € /ud.",Añadir al carro
183,"Pasta de sésamo Tahini Hacendado
Tarro 200 g
2,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Pasta de sésamo Tahini Hacendado,Tarro 200 g,"2,80 € /ud.",Añadir al carro
184,"Mojo rojo suave canario Hacendado
Tarro 200 g
1,85 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/117,Mojo rojo suave canario Hacendado,Tarro 200 g,"1,85 € /ud.",Añadir al carro
185,"Agua mineral grande Bezoya
6 botellas x 1,5 L
3,66 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Bezoya,"6 botellas x 1,5 L","3,66 € /pack",Añadir al carro
186,"Agua mineral grande Bezoya
Botella 1,5 L
0,61 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Bezoya,"Botella 1,5 L","0,61 € /ud.",Añadir al carro
187,"Agua mineral grande Nestlé Aquarel
Garrafa 5 L
1,19 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Nestlé Aquarel,Garrafa 5 L,"1,19 € /ud.",Añadir al carro
188,"Agua mineral grande Nestlé Aquarel
6 botellas x 1,5 L
2,76 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Nestlé Aquarel,"6 botellas x 1,5 L","2,76 € /pack",Añadir al carro
189,"Agua mineral grande Nestlé Aquarel
Botella 1,5 L
0,49 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Nestlé Aquarel,"Botella 1,5 L","0,49 € /ud.",Añadir al carro
190,"Agua mineral grande Font Vella
6 botellas x 1,5 L
3,42 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Font Vella,"6 botellas x 1,5 L","3,42 € /pack",Añadir al carro
191,"Agua mineral grande Font Vella
Botella 1,5 L
0,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Font Vella,"Botella 1,5 L","0,60 € /ud.",Añadir al carro
192,"Agua mineral pequeña Fondetal tapón infantil
6 botellas x 330 ml
1,80 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequeña Fondetal tapón infantil,6 botellas x 330 ml,"1,80 € /pack",Añadir al carro
193,"Agua mineral pequeña Fondetal tapón infantil
Botella 330 ml
0,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequeña Fondetal tapón infantil,Botella 330 ml,"0,30 € /ud.",Añadir al carro
194,"Agua mineral grande Solán de Cabras
6 botellas x 1,5 L
4,20 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Solán de Cabras,"6 botellas x 1,5 L","4,20 € /pack",Añadir al carro
195,"Agua mineral grande Solán de Cabras
Botella 1,5 L
0,72 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Solán de Cabras,"Botella 1,5 L","0,72 € /ud.",Añadir al carro
196,"Agua mineral grande Lanjarón
6 botellas x 1,5 L
3,00 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Lanjarón,"6 botellas x 1,5 L","3,00 € /pack",Añadir al carro
197,"Agua mineral grande Lanjarón
Botella 1,5 L
0,53 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Lanjarón,"Botella 1,5 L","0,53 € /ud.",Añadir al carro
198,"Agua mineral grande Aguadoy
Garrafa 8 L
0,73 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Aguadoy,Garrafa 8 L,"0,73 € /ud.",Añadir al carro
199,"Agua mineral grande Aguadoy
Garrafa 6 L
0,56 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Aguadoy,Garrafa 6 L,"0,56 € /ud.",Añadir al carro
200,"Agua mineral grande Aguadoy
6 botellas x 1,5 L
1,08 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Aguadoy,"6 botellas x 1,5 L","1,08 € /pack",Añadir al carro
201,"Agua mineral grande Aguadoy
Botella 1,5 L
0,18 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Aguadoy,"Botella 1,5 L","0,18 € /ud.",Añadir al carro
202,"Agua mineral mediana Aguadoy
6 botellas x 1 L
1,92 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral mediana Aguadoy,6 botellas x 1 L,"1,92 € /pack",Añadir al carro
203,"Agua mineral mediana Aguadoy
Botella 1 L
0,32 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral mediana Aguadoy,Botella 1 L,"0,32 € /ud.",Añadir al carro
204,"Agua mineral pequeña Aguadoy
6 botellas x 500 ml
0,96 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequeña Aguadoy,6 botellas x 500 ml,"0,96 € /pack",Añadir al carro
205,"Agua mineral pequeña Aguadoy
Botella 500 ml
0,16 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequeña Aguadoy,Botella 500 ml,"0,16 € /ud.",Añadir al carro
206,"Agua mineral pequeña Aguadoy tapón infantil
6 botellas x 330 ml
1,08 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequeña Aguadoy tapón infantil,6 botellas x 330 ml,"1,08 € /pack",Añadir al carro
207,"Agua mineral pequeña Aguadoy tapón infantil
Botella 330 ml
0,18 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequeña Aguadoy tapón infantil,Botella 330 ml,"0,18 € /ud.",Añadir al carro
208,"Agua mineral grande Fondetal
6 botellas x 2 L
2,40 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Fondetal,6 botellas x 2 L,"2,40 € /pack",Añadir al carro
209,"Agua mineral grande Fondetal
Botella 2 L
0,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Fondetal,Botella 2 L,"0,40 € /ud.",Añadir al carro
210,"Agua mineral mediana Fondetal
6 botellas x 1 L
2,16 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral mediana Fondetal,6 botellas x 1 L,"2,16 € /pack",Añadir al carro
211,"Agua mineral mediana Fondetal
Botella 1 L
0,36 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral mediana Fondetal,Botella 1 L,"0,36 € /ud.",Añadir al carro
212,"Agua mineral pequeña Fondetal
6 botellas x 500 ml
1,08 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequeña Fondetal,6 botellas x 500 ml,"1,08 € /pack",Añadir al carro
213,"Agua mineral pequeña Fondetal
Botella 500 ml
0,18 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral pequeña Fondetal,Botella 500 ml,"0,18 € /ud.",Añadir al carro
214,"Agua mineral grande Liviana
6 botellas x 2 L
3,06 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Liviana,6 botellas x 2 L,"3,06 € /pack",Añadir al carro
215,"Agua mineral grande Liviana
Botella 2 L
0,55 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral grande Liviana,Botella 2 L,"0,55 € /ud.",Añadir al carro
216,"Agua-Fruta de frutos rojos Hacendado
Botella 1 L
0,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua-Fruta de frutos rojos Hacendado,Botella 1 L,"0,70 € /ud.",Añadir al carro
217,"Agua-Fruta de limón Hacendado
Botella 1 L
0,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua-Fruta de limón Hacendado,Botella 1 L,"0,70 € /ud.",Añadir al carro
218,"Agua de coco Chaokoh 100% natural
Brick 1 L
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua de coco Chaokoh 100% natural,Brick 1 L,"2,40 € /ud.",Añadir al carro
219,"Agua de coco Chaokoh 100% natural
Brick 330 ml
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua de coco Chaokoh 100% natural,Brick 330 ml,"1,30 € /ud.",Añadir al carro
220,"Agua mineral con gas grande Vichy Catalan
Botella 1 L
1,18 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral con gas grande Vichy Catalan,Botella 1 L,"1,18 € /ud.",Añadir al carro
221,"Agua mineral con gas pequeña Vichy Catalan
6 botellas x 250 ml
4,99 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral con gas pequeña Vichy Catalan,6 botellas x 250 ml,"4,99 € /pack",Añadir al carro
222,"Agua de soda con sifón La Casa
Botella 1,5 L
1,29 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua de soda con sifón La Casa,"Botella 1,5 L","1,29 € /ud.",Añadir al carro
223,"Agua mineral con gas grande Aguadoy
6 botellas x 1,5 L
1,86 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/156,Agua mineral con gas grande Aguadoy,"6 botellas x 1,5 L","1,86 € /pack",Añadir al carro
