,producto,precio,cantidad,medida,cantidad_,categoria,supermercado
6084,JOHNSONÃÂÃÂ´S champu gotas de fuerza bote 500 mL,3.69,0.5,L,0.5,champu,dia
6086,JOHNSONÃÂÃÂ´S Baby champu bote 500 mL,3.39,0.5,L,0.5,champu,dia
6087,JOHNSONÃÂÃÂ´S geL de bano duLces suenos dosificador 750 mL,3.39,0.75,L,0.75,gel de ducha,dia
6088,JOHNSON'S geL de bano cuidado compLeto para bebes dosificador 500 mL,3.29,0.5,L,0.5,gel de ducha,dia
6090,JOHNSONÃÂÃÂ´S Baby champu goLd dosificador 750 mL,3.99,0.75,L,0.75,champu,dia
6092,JOHNSONÃÂÃÂ´S champu gotas de briLLo bote 500 mL,3.69,0.5,L,0.5,champu,dia
6094,JOHNSON'S geL de bano cotton touch para recien nacido dosificador 500 mL,3.99,0.5,L,0.5,gel de ducha,dia
6095,JOHNSON'S geL de bano burbujas para ninos dosificador 750 mL,3.29,0.749,L,0.749,gel de ducha,dia
6096,JOHNSON'S champu duLces suenos bote 500 mL,3.49,0.5,L,0.5,champu,dia
6097,HERO Baby papiLLa 8 cereaLes mieL 0% azucares anadidos caja 410 gr,2.79,0.41,kg,0.41,miel,dia
6098,HERO Baby papiLLa 8 cereaLes 0% azucares anadidos caja 410 gr,2.79,0.41,kg,0.41,papilla,dia
6099,JOHNSON'S Baby champu bote 100 mL,1.29,0.1,L,0.1,champu,dia
6102,MOLTEX Premium panaLes system channeL protect 13-18 kgs taLLa 5 paquete 44 uds,11.29,43.423,ud,43.423,panales,dia
6103,NESTLE Naturnes pure de hortaLizas con ternera bio tarrito 190 gr,1.99,0.19,kg,0.19,pure,dia
6104,NESTLE Naturnes pure de guisantes con patata y poLLo bio tarrito 190 gr,1.99,0.19,kg,0.19,guisantes congelados,dia
6106,DODOT toaLLitas para bebes aqua pure envase 48 uds,2.99,49.833,ud,49.833,toallitas bebe,dia
6109,FROZEN geL y champu 2 en 1 eLsa bote 400 mL,3.75,0.4,L,0.4,champu,dia
6110,JOHNSONÃÂÃÂ´S Baby champu camomiLa dosificador 750 mL,3.99,0.75,L,0.75,champu,dia
6111,NESTLE Naturnes pure de brocoLi y guisantes con pavo bio tarrito 190 gr,1.99,0.19,kg,0.19,pechuga de pavo,dia
6112,NESTLE Naturnes pure de manzana y pLatano bio tarrito 190 gr,1.99,0.19,kg,0.19,manzanas,dia
6113,NESTLE Naturnes pure de manzana. pLatano. pera y meLocoton bio tarrito 190 gr,1.99,0.19,kg,0.19,manzanas,dia
6114,NESTLE Naturnes pure de boniato y chirivia con ternera bio tarrito 190 gr,1.99,0.19,kg,0.19,pure,dia
6115,NESTLE Naturnes pure de zanahoria y tomate con pavo bio tarrito 190 gr,1.99,0.19,kg,0.19,pechuga de pavo,dia
6116,NESTLE manzana. pLatano y fresa pouch 90 gr,0.99,0.09,kg,0.09,manzanas,dia
6117,NESTLE Naturnes pera. manzana y pLatano pouch 90 gr,1.15,0.09,kg,0.09,manzanas,dia
6118,NESTLE papiLLa muLticereaLes con pLatano 0% azucares anadidos caja 330 gr,2.99,0.33,kg,0.33,papilla,dia
6119,MY UNICORN geL y champu 2 en 1 bote 400 mL,3.75,0.4,L,0.4,champu,dia
6121,DENENES NaturaLs geL y champu 2 en 1 dosificador 400 mL,3.79,0.4,L,0.4,champu,dia
6122,JOHNSONÃÂÃÂ´S Baby geL de bano pure protect bote 500 mL,3.99,0.5,L,0.5,gel de ducha,dia
6123,ORIGINAL REMEDIES champu y acondicionador deLicatesse avena kids bote 400 mL,3.59,0.4,L,0.4,champu,dia
6124,SCHWARZKOPF champu & geL de ducha kids bote 250 mL,1.99,0.25,L,0.25,gel de ducha,dia
6125,SCHWARZKOPF champu briLLo & vitaLidad bote 350 mL,1.99,0.35,L,0.35,champu,dia
6126,SCHWARZKOPF champu & acondicionador bote 250 mL,1.99,0.25,L,0.25,champu,dia
6127,DODOT Pants panaLes +15 kg taLLa +6 paquete 27 uds,9.99,27.0,ud,27.0,panales,dia
6128,HERO snacks de zanahoria y maiz boLsa 40 gr,1.65,0.04,kg,0.04,zanahoria,dia
6129,DIA PLANETA BEBE panaLes 8-15 kgs taLLa 4 paquete 44 uds,6.99,43.688,ud,43.688,panales,dia
6130,DIA PLANETA BEBE panaLes 13-20 kgs taLLa 5 paquete 40 uds,6.99,41.118,ud,41.118,panales,dia
6131,DIA PLANETA BEBE panaLes 17-28 kgs taLLa 6 paquete 28 uds,7.39,28.423,ud,28.423,panales,dia
6133,DIA PLANETA BEBE panaLes 8-15 kgs taLLa M paquete 22 uds,6.29,21.69,ud,21.69,panales,dia
6134,DANONINO fresa. manzana y pLatano eco pouch 90 gr,1.09,0.09,kg,0.09,manzanas,dia
6135,DIA PLANETA BEBE panaLes 4-9 kgs taLLa 3 paquete 50 uds,6.89,49.214,ud,49.214,panales,dia
6136,DIA  PLANETA BEBE pants panaLes 15-25 kg taLLa XL paquete 18 uds,7.19,17.975,ud,17.975,panales,dia
6137,NESTLE preparado de manzana y pLatano pack 4x100 gr,2.49,0.4,kg,0.4,manzanas,dia
6138,NESTLE papiLLa de cereaLes y Leche con trigo y mieL pouch 110 gr,1.59,0.11,kg,0.11,papilla,dia
6139,NESTLE pure de 4 frutas happy fruits pouch 110 gr,1.09,0.11,kg,0.11,pure,dia
6140,NESTLE pure de pLatano y fresa cooL fruits pouch 110 gr,1.09,0.11,kg,0.11,platano,dia
6142,DIA PLANETA BEBE panaLes 3-6 kgs taLLa 2 paquete 40 uds,5.89,39.267,ud,39.267,panales,dia
6145,DIA PLANETA BEBE panaLes 13-20 kgs taLLa L paquete 20 uds,6.19,19.968,ud,19.968,panales,dia
6148,NESTLE papiLLa de maiz y arroz sin gLuten caja 240 gr,2.19,0.24,kg,0.24,arroz,dia
6149,NESTLE papiLLa muLticereaLes 0% azucares anadidos caja 270 gr,2.79,0.27,kg,0.27,papilla,dia
6151,DIA PLANETA BEBE panaLes 4-9 kgs taLLa 3 paquete 102 uds,13.65,105.0,ud,105.0,panales,dia
6152,DIA PLANETA BEBE panaLes 8-15 kgs taLLa 4 paquete 88 uds,13.55,90.333,ud,90.333,panales,dia
6153,DIA PLANETA BEBE panaLes 13-20 kgs taLLa 5 paquete 80 uds,13.55,79.706,ud,79.706,panales,dia
6154,JOHNSONÃÂÃÂ´S champu y acondicionador 2 en 1 suave y briLLante bote 500 mL,3.59,0.5,L,0.5,champu,dia
6155,JOHNSONÃÂÃÂ´S Baby geL de bano suave dosificador 750 mL,2.99,0.749,L,0.749,gel de ducha,dia
6156,DIA PLANETA BEBE panaLes 2-5 kgs taLLa 1 paquete 24 uds,4.05,23.824,ud,23.824,panales,dia
6157,DIA PLANETA JUNIOR panaL de noche 35-50kg taLLa L paquete 12 uds,9.45,11.962,ud,11.962,panales,dia
6158,DIA PLANETA JUNIOR panaL de noche 15-35 kg taLLa M paquete 14 uds,9.45,14.104,ud,14.104,panales,dia
6159,DODOT Sensitive panaLes recien nacido 4-8 kgs taLLa 2 paquete 39 uds,9.99,38.423,ud,38.423,panales,dia
6160,DODOT panaLes 6-10 kgs taLLa 3 paquete 66 uds,15.49,67.348,ud,67.348,panales,dia
6163,NESTLE Junior Leche crecimiento originaL +12 meses envase 1 Lt ,1.59,1.0,L,1.0,leche para bebes,dia
6164,HERO Baby arroz con poLLo tarrito 235 gr,1.15,0.235,kg,0.235,arroz,dia
6165,"HERO Baby menestra con jamon y ternera tarrito 235 gr
",1.15,0.235,kg,0.235,menestra congelada,dia
6166,BABYSMILE toaLLitas bebe emuLsion Leche paquete 2 envase 72 ud,2.89,1.0,ud,1.0,toallitas bebe,dia
6167,BABYSMILE toaLLitas para bebes envase 80 uds,0.95,1.0,ud,1.0,toallitas bebe,dia
6168,NESTLE papiLLa 8 cereaLes con mieL caja 600 gr,3.79,0.6,kg,0.6,papilla,dia
6169,BABYSMILE champu infantiL cLasico bote 750 mL,1.99,0.751,L,0.751,champu,dia
6170,JOHNSON crema protectora de panaL tubo 100 mL,3.59,0.1,L,0.1,panales,dia
6173,NESTLE Junior Leche crecimiento cereaLes +1 ano envase 1 Lt,1.59,1.0,L,1.0,leche para bebes,dia
6174,NESTLE YogoLino pLatano pack 4x100 gr,2.39,0.4,kg,0.4,platano,dia
6175,BABYSMILE coLonia infantiL boteLLa 750 mL,1.75,0.751,L,0.751,colonia,dia
6176,"HERO Baby buenas noches guisantes con jamon tarrito 2x190 gr
",1.99,0.38,kg,0.38,guisantes congelados,dia
6180,NESTLE papiLLa Liquida 8 cereaLes con gaLLeta y Leche continuacion 2x250 mL ,2.09,0.5,L,0.5,papilla,dia
6181,PULEVA Leche peques3 crecimiento cereaLes envase 1Lt,1.45,1.0,L,1.0,cereales,dia
6185,DIA SUPER PACO friegasueLos aroma coLonia boteLLa 1.5 Lt,1.05,1.5,L,1.5,colonia,dia
6188,"DIA geL Limpiador wc azuL aroma frescor oceanico boteLLa 1Lt
",1.05,1.0,L,1.0,gel de ducha,dia
6189,"DIA geL Limpiador wc verde aroma frescor de pino boteLLa 1Lt

",1.05,1.0,L,1.0,gel de ducha,dia
6190,DIA Limpiador geL wc Lejia boteLLa 1Lt,0.99,1.0,L,1.0,gel de ducha,dia
6191,CRISTASOL LimpiacristaLes cristaLino pistoLa 750 mL,2.39,0.749,L,0.749,alino,dia
6203,"TENN Limpiahogar universaL con bioaLcohoL boteLLa 1.3 Lt
",2.69,1.3,L,1.3,sal,dia
6210,AJAX estropajo jabonoso paquete 7 uds,1.05,7.0,ud,7.0,ajo,dia
6214,DIA desatascador geL con Lejia boteLLa 1 Lt,1.89,1.0,L,1.0,gel de ducha,dia
6219,DIA agua de pLancha perfume frescor boteLLa 1 Lt,0.75,1.0,L,1.0,agua otro,dia
6225,"DIA detergente maquina Liquido para ropa de coLor boteLLa 30 Lv

",2.99,1.0,ud,29.9,detergente,dia
6233,NANAS estropajo niqueL paquete 1 ud,1.2,1.0,ud,1.0,ajo,dia
6234,DIA detergente a mano y maquina Liquido prendas deLicadas boteLLa 80 Lv,2.1,1.0,ud,1.0,detergente,dia
6241,DIA agua de pLancha perfume fLoraL boteLLa 1 Lt,0.75,1.0,L,1.0,agua otro,dia
6242,DIA detergente maquina poLvo maLeta 72 cacitos,9.69,1.0,ud,74.538,detergente,dia
6254,ESTRELLA Lejia con detergente aroma Limon boteLLa 1.35 Lt,1.5,1.351,L,1.351,detergente,dia
6256,DIA detergente maquina poLvo jabon marseLLa maLeta 30 cacitos,3.69,1.0,ud,30.75,detergente,dia
6263,WIPP EXPRESS detergente maquina poLvo maLeta 34 cacitos,7.99,1.0,ud,33.292,detergente,dia
6269,VANISH Oxi action quitamanchas para ropa bLanca bote 450 gr,4.99,0.45,kg,0.45,anis,dia
6270,DIA estropajo fibra verde paquete 4 uds,0.99,3.96,ud,3.96,ajo,dia
6272,DIA ambientador automatico aroma coLonia infantiL recambio 250 mL,1.95,0.25,L,0.25,colonia,dia
6281,DIA detergente maquina Liquido boteLLa 54 Lv,6.39,1.0,ud,53.25,detergente,dia
6282,DIA detergente maquina Liquido aLoe vera boteLLa 54 Lv,4.39,1.0,ud,54.875,detergente,dia
6284,DIA saLfumant agua fuerte boteLLa 1 Lt,0.85,1.0,L,1.0,agua otro,dia
6310,SCOTCH BRITE estropajo cLassic verde paquete 3 uds,2.35,3.013,ud,3.013,ajo,dia
6312,ELENA detergente maquina poLvo maLeta 30 + 9 Lavados,5.99,1.0,ud,39.933,detergente,dia
6318,IBERIA SoLuciona eLimina destenidos accidentaLes caja 200 gr,4.29,0.2,L,0.2,espaguetis,dia
