,producto,precio,cantidad,medida,categoria,supermercado
4248,Manzanas royal gala,2.09,5.0,kg,manzanas,mercadona
4249,Manzana granny smith,0.41,0.24,kg,manzanas,mercadona
4251,Manzana reineta,0.64,0.28,kg,manzanas,mercadona
4256,Mandarina,0.21,0.12,kg,mandarinas,mercadona
4257,Mandarinas,2.79,4.0,kg,mandarinas,mercadona
4258,Mandarina,2.78,2.0,kg,mandarinas,mercadona
4259,Naranja para mesa,0.43,0.29,kg,naranjas,mercadona
4260,Naranjas para zumo,3.57,3.0,kg,zumo,mercadona
4261,Naranjas para zumo,4.45,5.0,kg,zumo,mercadona
4264,Kiwis amarillos,3.0,0.5,kg,kiwis,mercadona
4265,Kiwi verde,0.43,0.11,kg,kiwis,mercadona
4266,Kiwis verdes,3.69,1.0,kg,kiwis,mercadona
4267,Aguacate,0.77,0.18,kg,agua otro,mercadona
4268,Aguacates,2.25,0.55,kg,agua otro,mercadona
4271,Guacamole Hacendado,3.29,0.5,kg,guacamole,mercadona
4272,Guacamole Hacendado,1.59,0.2,kg,guacamole,mercadona
4273,Mango,1.2,0.51,kg,mango,mercadona
4274,Pina natural a rodajas,2.55,0.5,kg,pina,mercadona
4275,Papaya,6.96,55.0,kg,papaya,mercadona
4276,Media papaya,3.1,0.66,kg,papaya,mercadona
4278,Frambuesas,1.99,0.17,kg,frambuesas,mercadona
4279,Moras,2.25,0.125,kg,moras,mercadona
4282,Caqui persimon,0.45,0.3,kg,caquis,mercadona
4283,Caqui persimon,1.39,1.0,kg,caquis,mercadona
4284,Lechuga iceberg,0.79,1.0,ud,lechuga,mercadona
4285,Ensalada mezcla 4 estaciones,0.55,0.25,kg,ensalada,mercadona
4286,Lechugas corazon romana,1.39,2.0,ud,lechuga,mercadona
4287,Ensalada mezcla brotes tiernos,0.99,0.1,kg,ensalada,mercadona
4289,Lechuga iceberg base para ensalada,0.79,0.25,kg,lechuga,mercadona
4290,Ensalada mezcla gourmet,0.99,0.175,kg,ensalada,mercadona
4291,Cogollos de lechuga,1.0,3.0,ud,lechuga,mercadona
4292,Lechuga corazon romana,1.0,1.0,ud,lechuga,mercadona
4294,Ensalada mezcla brotes tiernos maxi,1.7,0.175,kg,ensalada,mercadona
4295,Ensalada mezcla gourmet maxi,1.65,0.3,kg,ensalada,mercadona
4296,Ensalada mezcla tierna,1.15,0.15,kg,ensalada,mercadona
4298,Cogollos corazon de lechuga,1.85,6.0,ud,lechuga,mercadona
4299,Ensalada mezcla primavera,1.0,0.2,kg,ensalada,mercadona
4300,Ensalada mezcla duo canonigos y rucula,1.35,0.1,kg,ensalada,mercadona
4301,Ensalada mezcla fresca,0.9,0.2,kg,ensalada,mercadona
4302,Lechuga hoja roble,1.2,1.0,ud,lechuga,mercadona
4306,Lechuga romana cortada,1.1,0.2,kg,lechuga,mercadona
4307,Ensalada Cesar,1.99,0.21,kg,ensalada,mercadona
4308,Ensalada California,2.19,0.192,kg,ensalada,mercadona
4310,Ensalada ensalight,2.4,0.23,kg,ensalada,mercadona
4311,Ensalada de la casa,1.79,0.4,kg,ensalada,mercadona
4312,Ensalada mil islas,2.35,0.33,kg,ensalada,mercadona
4313,Ensalada ensatun,2.4,0.25,kg,ensalada,mercadona
4314,Ensalada jamon,2.4,0.215,kg,ensalada,mercadona
4315,Ensalada de pasta,2.4,0.25,kg,ensalada,mercadona
4316,Ensalada queso de cabra,2.6,0.135,kg,queso,mercadona
4324,Cebollas tiernas,1.15,3.0,ud,cebolla,mercadona
4325,Cebollas nuevas,1.7,2.0,kg,cebolla,mercadona
4326,Cebollas,1.15,1.0,kg,cebolla,mercadona
4327,Ajos morados,1.45,0.25,kg,moras,mercadona
4328,Cebollas dulces,1.99,1.0,kg,cebolla,mercadona
4329,Ajos morados,1.99,0.4,kg,moras,mercadona
4330,Cebollas rojas,1.15,0.5,kg,cebolla,mercadona
4332,Ajo negro dientes pelados,3.99,0.085,kg,ajo,mercadona
4333,Chalotas,1.59,0.25,kg,chalota,mercadona
4334,Picada de ajo y Perejil,1.39,0.1,kg,perejil,mercadona
4335,Tomate ensalada,0.39,0.23,kg,tomate,mercadona
4336,Tomate canario,0.22,0.16,kg,tomate,mercadona
4337,Tomate pera,0.19,0.13,kg,tomate,mercadona
4338,Tomates cherry pera kumato,1.39,0.3,kg,tomate,mercadona
4339,Tomates cherry,1.49,0.5,kg,tomate,mercadona
4340,Tomates cherry en rama Dulcita,2.39,0.2,kg,tomate,mercadona
4341,Tomates kumato,1.99,1.0,kg,tomate,mercadona
4342,Tomates,2.6,2.0,kg,tomate,mercadona
4343,Tomate kumato negro,0.33,0.14,kg,tomate,mercadona
4344,Tomate rallado Bonnysa,1.29,0.29,kg,tomate,mercadona
4345,Tomate seco Bonnysa,1.79,0.08,kg,tomate,mercadona
4346,Rama de Tomates,1.45,0.81,kg,tomate,mercadona
4347,Tomate rosa,1.95,0.56,kg,tomate,mercadona
4348,Tomates Anhel,2.49,0.4,kg,tomate,mercadona
4349,Tomate ensalada,1.89,1.0,kg,tomate,mercadona
4350,Zanahorias,0.65,1.0,kg,zanahoria,mercadona
4353,Zanahorias,0.53,0.5,kg,zanahoria,mercadona
4355,Palitos de zanahoria,1.49,0.18,kg,zanahoria,mercadona
4356,Zanahoria rallada base para ensalada,0.75,0.15,kg,zanahoria,mercadona
4357,Pimiento rojo,0.63,0.35,kg,pimientos rojos,mercadona
4358,Calabacin verde,0.61,0.41,kg,calabacin,mercadona
4359,Pimiento verde freir,0.19,0.13,kg,pimientos verdes,mercadona
4360,Calabacin blanco,0.68,0.38,kg,calabacin,mercadona
4361,Pimiento verde,0.76,0.33,kg,pimientos verdes,mercadona
4362,Pimientos tricolor rojo. amarillo y verde,1.79,0.6,kg,pimientos verdes,mercadona
4364,Pimientos rojos picantes,1.49,0.1,kg,pimientos rojos,mercadona
4381,Perejil troceado,0.7,0.04,kg,perejil,mercadona
4382,Jengibre,1.3,0.2,kg,jengibre,mercadona
4383,Cilantro,1.15,0.02,kg,cilantro,mercadona
4386,Eneldo,1.15,0.02,kg,eneldo,mercadona
4391,Berenjena,0.53,0.38,kg,berenjena,mercadona
4404,Maiz dulce en mazorca cocido,1.1,0.8,kg,maiz dulce,mercadona
4410,Castanas,2.49,0.5,kg,castanas,mercadona
4430,Leche semidesnatada Hacendado,3.78,6.0,L,leche semidesnatada,mercadona
4431,Leche semidesnatada Hacendado,0.63,1.0,L,leche semidesnatada,mercadona
4432,Leche semidesnatada Hacendado,1.4,1.2,L,leche semidesnatada,mercadona
4433,Leche semidesnatada Hacendado,6.18,9.0,L,leche semidesnatada,mercadona
4434,Leche semidesnatada Hacendado,1.03,5.0,L,leche semidesnatada,mercadona
4435,Leche semidesnatada sin lactosa Hacendado,4.62,6.0,L,leche semidesnatada,mercadona
4436,Leche semidesnatada sin lactosa Hacendado,0.77,1.0,L,leche semidesnatada,mercadona
4437,Leche semidesnatada sin lactosa Hacendado,1.6,1.2,L,leche semidesnatada,mercadona
4438,Leche semidesnatada calcio Hacendado,4.38,6.0,L,leche semidesnatada,mercadona
4439,Leche semidesnatada calcio Hacendado,0.73,1.0,L,leche semidesnatada,mercadona
4440,Leche semidesnatada Asturiana,7.5,9.0,L,leche semidesnatada,mercadona
4441,Leche semidesnatada Asturiana,1.25,5.0,L,leche semidesnatada,mercadona
4442,Leche semidesnatada Pascual,5.64,6.0,L,leche semidesnatada,mercadona
4443,Leche semidesnatada Pascual,0.94,1.0,L,leche semidesnatada,mercadona
4448,Leche semidesnatada de cabra Hacendado,9.3,6.0,L,leche semidesnatada,mercadona
4449,Leche semidesnatada de cabra Hacendado,1.55,1.0,L,leche semidesnatada,mercadona
4450,Leche semidesnatada fresca Hacendado,0.78,1.0,L,leche semidesnatada,mercadona
4451,Leche semidesnatada sin lactosa Hacendado,7.8,9.0,L,leche semidesnatada,mercadona
4452,Leche semidesnatada sin lactosa Hacendado,1.3,5.0,L,leche semidesnatada,mercadona
4453,Leche semidesnatada calcio Pascual,8.64,6.0,L,leche semidesnatada,mercadona
4454,Leche semidesnatada calcio Pascual,1.44,1.0,L,leche semidesnatada,mercadona
4479,Leche entera Hacendado,3.84,6.0,L,leche entera,mercadona
4480,Leche entera Hacendado,0.64,1.0,L,leche entera,mercadona
4481,Leche entera Hacendado,1.4,1.2,L,leche entera,mercadona
4482,Leche entera Asturiana,7.5,9.0,L,leche entera,mercadona
4483,Leche entera Asturiana,1.25,5.0,L,leche entera,mercadona
4484,Leche entera sin lactosa Hacendado,4.68,6.0,L,leche entera,mercadona
4485,Leche entera sin lactosa Hacendado,0.78,1.0,L,leche entera,mercadona
4486,Leche entera Pascual,5.64,6.0,L,leche entera,mercadona
4487,Leche entera Pascual,0.94,1.0,L,leche entera,mercadona
4488,Leche entera Hacendado,6.36,9.0,L,leche entera,mercadona
4489,Leche entera Hacendado,1.06,5.0,L,leche entera,mercadona
4490,Leche entera calcio Hacendado,4.44,6.0,L,leche entera,mercadona
4491,Leche entera calcio Hacendado,0.74,1.0,L,leche entera,mercadona
4492,Leche entera fresca Hacendado,0.79,1.0,L,leche entera,mercadona
4502,Bebida de almendras zero Hacendado,8.4,6.0,L,almendras,mercadona
4503,Bebida de almendras zero Hacendado,1.4,1.0,L,almendras,mercadona
4507,Bebida de soja sabor cafe Hacendado,6.84,6.0,L,cafe,mercadona
4508,Bebida de soja sabor cafe Hacendado,1.14,1.0,L,cafe,mercadona
4509,Bebida de almendras Hacendado,7.8,6.0,L,almendras,mercadona
4510,Bebida de almendras Hacendado,1.3,1.0,L,almendras,mercadona
4516,Bebida de coco y arroz sin azucares anadidos Hacendado,9.6,6.0,L,arroz,mercadona
4517,Bebida de coco y arroz sin azucares anadidos Hacendado,1.6,1.0,L,arroz,mercadona
4520,Bebida de avena con cafe Hacendado,0.85,0.25,L,cafe,mercadona
4521,Bebida de avellana y arroz sin azucares anadidos Hacendado,7.8,6.0,L,avellanas,mercadona
4522,Bebida de avellana y arroz sin azucares anadidos Hacendado,1.3,1.0,L,avellanas,mercadona
4536,Bebida lactea con cereales crecimiento y desarrollo Puleva Max,8.76,6.0,L,cereales,mercadona
4537,Bebida lactea con cereales crecimiento y desarrollo Puleva Max,1.46,1.0,L,cereales,mercadona
4540,Preparado lacteo crecimiento Peques 3 Puleva,8.7,6.0,L,leche para bebes,mercadona
4541,Preparado lacteo crecimiento Peques 3 Puleva,1.45,1.0,L,leche para bebes,mercadona
4542,Preparado lacteo con cereales crecimiento Peques 3 Puleva,8.7,6.0,L,leche para bebes,mercadona
4543,Preparado lacteo con cereales crecimiento Peques 3 Puleva,1.45,1.0,L,leche para bebes,mercadona
4544,Preparado lacteo cereales al cacao Peques 3 Puleva,1.41,0.6,L,leche para bebes,mercadona
4545,Leche de continuacion Peques 2 Puleva,8.7,6.0,L,leche para bebes,mercadona
4546,Leche de continuacion Peques 2 Puleva,1.45,1.0,L,leche para bebes,mercadona
4547,Preparado lacteo crecimiento +1 ano Hacendado,6.0,6.0,L,leche para bebes,mercadona
4548,Preparado lacteo crecimiento +1 ano Hacendado,1.0,1.0,L,leche para bebes,mercadona
4549,Preparado lacteo crecimiento +1 ano Hacendado,1.55,1.2,L,leche para bebes,mercadona
4550,Preparado lacteo crecimiento sabor a cereales Junior Nestle,1.5,1.0,L,leche para bebes,mercadona
4551,Preparado lacteo crecimiento Junior Nestle,1.5,1.0,L,leche para bebes,mercadona
4552,Preparado lacteo con cereales crecimiento Hacendado +1 ano,6.6,6.0,L,leche para bebes,mercadona
4553,Preparado lacteo con cereales crecimiento Hacendado +1 ano,1.1,1.0,L,leche para bebes,mercadona
4554,Preparado lacteo con cacao y cereales crecimiento Hacendado +1 ano,1.75,1.2,L,leche para bebes,mercadona
4555,Leche condensada entera Nutricia,1.85,1.0,kg,leche entera,mercadona
4556,Leche condensada entera Nutricia,1.0,0.397,kg,leche entera,mercadona
4557,Leche condensada entera Nutricia,1.3,0.45,kg,leche entera,mercadona
4561,Bebida lactea sabor canela y limon Hacendado,1.0,1.0,L,canela,mercadona
4562,Bebida lactea sabor canela y limon Hacendado,1.6,1.2,L,canela,mercadona
4564,Crema de almendras Nectina,2.95,0.5,kg,almendras,mercadona
4566,Mantequilla sin sal anadida Hacendado,1.15,0.25,kg,sal,mercadona
4568,Mantequilla en porciones Hacendado sin sal anadida,1.3,0.15,kg,sal,mercadona
4569,Mantequilla con sal Hacendado,1.25,0.25,kg,sal,mercadona
4570,Mantequilla con sal Hacendado,1.65,0.25,kg,sal,mercadona
4573,Manteca de cerdo Mont-Palau para cocinar,1.85,0.4,kg,manteca de cerdo,mercadona
4575,Margarina Tulipan Original,2.0,0.45,kg,pan,mercadona
4576,Margarina con sal Hacendado,0.9,0.5,kg,sal,mercadona
4580,Margarina con sal Tulipan,2.0,0.45,kg,sal,mercadona
4587,Bechamel Hacendado,1.55,0.6,L,bechamel,mercadona
4594,Detergente ropa jabon natural de Marsella Bosque Verde liquido,4.2,244.0,L,detergente,mercadona
4595,Detergente ropa jabon natural de Marsella Bosque Verde liquido,3.2,138.0,L,detergente,mercadona
4596,Detergente ropa Frescura Azul Bosque Verde liquido,3.2,138.0,L,detergente,mercadona
4597,Detergente ropa Blanca y de Color Bosque Verde en gel concentrado,2.9,21.87,L,detergente,mercadona
4598,Detergente ropa Frescor de Colonia Bosque Verde liquido,3.2,138.0,L,colonia,mercadona
4599,Detergente ropa de Color Bosque Verde liquido,4.2,138.0,L,detergente,mercadona
4600,Detergente ropa jabon de Marsella Bosque Verde en gel concentrado,2.75,21.87,L,detergente,mercadona
4601,Detergente ropa Blanca y de Color Bosque Verde liquido concentrado,6.95,244.0,L,detergente,mercadona
4602,Detergente ropa Blanca y de Color Bosque Verde liquido concentrado,3.95,60.0,L,detergente,mercadona
4603,Detergente ropa Prendas Delicadas Bosque Verde liquido,1.69,130.68,L,detergente,mercadona
4604,Detergente ropa de Color Bosque Verde liquido,2.95,58.5,L,detergente,mercadona
4605,Detergente ropa fragancia Nenuco Colon en gel,5.95,101.25,L,detergente,mercadona
4606,Detergente ropa Ariel total liquido,5.4,40.23,L,detergente,mercadona
4607,Detergente ropa Crema Prendas Delicadas Bosque Verde liquido concentrado,2.75,45.0,L,detergente,mercadona
4608,Detergente ropa Pieles Sensibles Bosque Verde liquido,3.99,130.68,L,detergente,mercadona
4609,Detergente ropa Frescor Vernel Wipp Express liquido,6.0,64.8,L,detergente,mercadona
4610,Detergente ropa Adios al Separar Micolor en gel,6.0,51.2,L,detergente,mercadona
4611,Detergente ropa Oscura Bosque Verde liquido,3.7,58.5,L,detergente,mercadona
4613,Detergente ropa Blanca Puntomatic en pastillas,0.95,2.112,kg,detergente,mercadona
4614,Detergente ropa All in 1 Ariel en capsulas,3.55,6.4512,kg,detergente,mercadona
4615,Detergente ropa jabon de Marsella Bosque Verde en polvo,6.4,318.5,kg,detergente,mercadona
4616,Detergente ropa jabon de Marsella Bosque Verde en polvo,4.2,79.8,kg,detergente,mercadona
4617,Detergente ropa Elena en polvo,4.95,125.55,kg,detergente,mercadona
4618,Detergente ropa blanca y de color Bosque Verde en polvo,9.25,367.5,kg,detergente,mercadona
4619,Detergente ropa blanca y de color Bosque Verde en polvo,5.0,92.05,kg,detergente,mercadona
4620,Detergente ropa fragancia Vernel Wipp Express en polvo,6.49,56.32,kg,detergente,mercadona
4621,Detergente ropa Ariel en polvo,6.99,58.5,kg,detergente,mercadona
4622,Detergente Lavado a Mano Bosque Verde en polvo,0.95,0.65,kg,detergente,mercadona
4624,Detergente Lavado a Mano Bosque Verde liquido,1.89,1.0,L,detergente,mercadona
4631,Quitamanchas de destenidos La Nave sin lejia,2.75,0.2,kg,espaguetis,mercadona
4643,Suavizante ropa Azul Bosque Verde concentrado,1.75,160.0,L,suavizante,mercadona
4644,Suavizante ropa Talco Bosque Verde concentrado,1.75,160.0,L,suavizante,mercadona
4645,Suavizante ropa Spa Bosque Verde concentrado,1.75,160.0,L,suavizante,mercadona
4646,Suavizante ropa Flor original concentrado,2.95,128.0,L,suavizante,mercadona
4647,Suavizante ropa Rosa Bosque Verde concentrado,1.75,160.0,L,suavizante,mercadona
4648,Suavizante ropa Nutrive Bosque Verde concentrado,1.75,160.0,L,suavizante,mercadona
4649,Suavizante ropa Floral Bosque Verde concentrado,1.75,160.0,L,suavizante,mercadona
4650,Suavizante ropa Hipoalergenico Bosque Verde concentrado,1.4,40.0,L,suavizante,mercadona
4651,Suavizante ropa Dulzzia Bosque Verde concentrado,1.75,160.0,L,suavizante,mercadona
4654,Agua destilada Bosque Verde,1.75,5.0,L,agua otro,mercadona
4655,Agua destilada Bosque Verde,0.75,2.0,L,agua otro,mercadona
4656,Agua de plancha Bosque Verde perfume ropa limpia,0.65,1.0,L,agua otro,mercadona
4664,Estropajo suciedad resistente Bosque Verde,0.9,4.0,ud,ajo,mercadona
4665,Estropajo suciedad resistente Bosque Verde,0.9,3.0,ud,ajo,mercadona
4666,Estropajo limpieza delicada Bosque Verde,0.85,3.0,ud,ajo,mercadona
4667,Estropajo suciedad resistente Bosque Verde,0.65,3.0,ud,ajo,mercadona
4668,Estropajo acero inoxidable Bosque Verde,0.7,3.0,ud,ajo,mercadona
4669,Estropajo inox Bosque Verde,1.35,1.0,ud,ajo,mercadona
4670,Estropajo limpieza delicada Bosque Verde,0.65,3.0,ud,ajo,mercadona
4671,Estropajo bano Bosque Verde,1.0,2.0,ud,ajo,mercadona
4673,Estropajo jabonoso Bosque Verde,0.85,10.0,ud,ajo,mercadona
4674,Estropajo bano Bosque Verde fibra blanca,1.0,1.0,ud,ajo,mercadona
4675,Estropajo almohadilla Bosque Verde limpieza delicada,0.65,2.0,ud,ajo,mercadona
4745,Ambientador electrico Vainilla Bosque Verde,1.7,0.025,L,vainilla,mercadona
4763,Ambientador varitas Frambuesa Bosque Verde,2.2,0.04,L,frambuesas,mercadona
4773,Vela perfumada Vainilla Bosque Verde,1.65,1.0,ud,vainilla,mercadona
4781,Vela perfumada Vainilla Bosque Verde,1.5,18.0,ud,vainilla,mercadona
4793,Lejia con detergente Bosque Verde,0.75,2.0,L,detergente,mercadona
4795,Lejia con detergente Bosque Verde Limon,0.95,2.0,L,detergente,mercadona
4796,Lejia con detergente Estrella Limon,1.5,35.0,L,detergente,mercadona
4799,Lejia con detergente Estrella,1.5,35.0,L,detergente,mercadona
4804,Amoniaco con detergente Bosque Verde,0.85,5.0,L,detergente,mercadona
4808,Amoniaco muy fuerte Bosque Verde con detergente,1.2,0.75,L,detergente,mercadona
4811,Aguarras simil Bosque Verde,1.6,0.5,L,agua otro,mercadona
4879,Recambio limpiador WC discos de gel activos Lime Zest Pato,2.75,0.036,L,gel de ducha,mercadona
4880,Limpiador WC discos de gel activos Lime Zest Pato,2.9,0.036,L,gel de ducha,mercadona
4881,Limpiador WC discos de gel activos Marine Pato,2.86,0.036,L,gel de ducha,mercadona
4892,Crema limpiadora Vitroceramicas Frosch con naranja,2.99,0.5,L,naranjas,mercadona
4940,Sal lavavajillas Bosque Verde en grano,1.0,3.0,kg,sal,mercadona
4945,Sal lavavajillas Bosque Verde en pastillas,1.4,2.0,kg,sal,mercadona
4957,Recipiente de Plastico Cuadrado bajo 0.8L Bosque Verde,1.89,5.0,ud,ajo,mercadona
4972,Bolsas Congelacion medianas Bosque Verde,0.85,40.0,ud,gel de ducha,mercadona
4973,Bolsas Zip Congelacion pequenas Bosque Verde,1.1,20.0,ud,gel de ducha,mercadona
4975,Bolsas Congelacion grandes Bosque Verde,0.95,30.0,ud,gel de ducha,mercadona
4976,Bolsas zip congelacion medianas Bosque Verde,1.2,15.0,ud,gel de ducha,mercadona
4980,Vasos sidra grandes de plastico Atp reutilizables,1.5,10.0,ud,sidra,mercadona
4989,Copas cava de plastico Bosque Verde,1.6,6.0,ud,cava,mercadona
5000,Bandeja bajo plato Navidad redonda Bosque Verde,2.8,5.0,ud,ajo,mercadona
5017,Bebida zumo de frutas con gas Magic sin alcohol,1.7,0.75,L,zumo,mercadona
5028,Servilleta papel Cocktail Bosque Verde,1.6,200.0,ud,mix aperitivo,mercadona
5029,Servilleta papel cocktail color Bosque Verde,1.3,60.0,ud,mix aperitivo,mercadona
5125,Limpiacristales con mango Bosque Verde,1.7,1.0,ud,mango,mercadona
5138,Desodorante de calzado Bosque Verde,2.95,0.25,L,desodorante,mercadona
5150,Plantillas Trabajo talla 35-40 Bosque Verde,3.95,2.0,ud,ajo,mercadona
5151,Plantillas Trabajo talla 41-46 Bosque Verde,3.95,2.0,ud,ajo,mercadona
5153,Plantillas Gel talla 35-40 Bosque Verde,4.0,2.0,ud,gel de ducha,mercadona
5154,Plantillas Gel talla 41-46 Bosque Verde,4.0,2.0,ud,gel de ducha,mercadona
5161,Plantillas Gel Antideslizantes Bosque Verde,3.0,2.0,ud,gel de ducha,mercadona
5233,Vaselina perfumada para labios Deliplus frambuesa,1.6,0.015,kg,frambuesas,mercadona
5236,Perfilador de labios Deliplus 06 Canela,2.5,1.0,ud,canela,mercadona
5245,Perfilador de labios Deliplus 04 Frambuesa,2.5,1.0,ud,frambuesas,mercadona
5280,Pintalabios Butterfly Deliplus 03 morado,4.5,1.0,ud,moras,mercadona
5281,Pintalabios Sun in Fusion maxi lips Deliplus 1 rosa y morado,5.0,1.0,ud,moras,mercadona
5283,Pintalabios Sun in Fusion maxi lips Deliplus 3 nude y morado,5.0,1.0,ud,moras,mercadona
5286,Pintalabios cremoso Deliplus 206 frambuesa,4.5,1.0,ud,frambuesas,mercadona
5325,Perfilador de ojos Waterproof Deliplus 11 morado,2.5,1.0,ud,moras,mercadona
5328,Perfilador de ojos Eyeliner Gel Deliplus,5.0,1.0,ud,gel de ducha,mercadona
5399,Preparado de paella y sopa Hacendado ultracongelado,4.14,0.685,kg,gel de ducha,mercadona
5400,Preparado paella de marisco Hacendado ultracongelado,3.9,0.51,kg,gel de ducha,mercadona
5402,Gambon congelado,1.58,0.15,kg,gel de ducha,mercadona
5403,Gambon congelado,21.0,2.0,kg,gel de ducha,mercadona
5404,Colas de gambon peladas Hacendado ultracongeladas,5.5,0.25,kg,gel de ducha,mercadona
5405,Alistado pequeno congelado,2.3,0.15,kg,gel de ducha,mercadona
5406,Alistado pequeno Hacendado congelado,15.3,1.0,kg,gel de ducha,mercadona
5407,Alistado mediano congelado,3.97,0.15,kg,gel de ducha,mercadona
5408,Alistado mediano Hacendado congelado,26.5,1.0,kg,gel de ducha,mercadona
5410,Langostino cocido Pescanova ultracongelado,9.75,1.0,kg,gel de ducha,mercadona
5411,Langostino crudo ultracongelado,1.43,0.15,kg,gel de ducha,mercadona
5412,Langostino crudo Pescanova ultracongelado,9.25,1.0,kg,gel de ducha,mercadona
5415,Gamba arrocera congelada,2.09,0.15,kg,gel de ducha,mercadona
5416,Gamba arrocera Hacendado congelada,13.95,1.0,kg,gel de ducha,mercadona
5417,Gamba blanca congelada,2.92,0.15,kg,gel de ducha,mercadona
5418,Gamba blanca Hacendado congelada,19.45,1.0,kg,gel de ducha,mercadona
5419,Gamba blanca cocida Hacendado ultracongelada,5.3,0.35,kg,gel de ducha,mercadona
5420,Carabinero Hacendado congelado,54.95,0.5,kg,gel de ducha,mercadona
5421,Gamba pelada cruda tamano mediano Hacendado ultracongelada,4.5,0.36,kg,gel de ducha,mercadona
5422,Gamba pelada cruda tamano grande Hacendado ultracongelada,5.65,0.36,kg,gel de ducha,mercadona
5423,Camaron boreal cocido y pelado Royal Greenland ultracongelado,3.95,0.2,kg,gel de ducha,mercadona
5424,Langostino cocido y pelado Pescanova ultracongelado,3.65,0.2,kg,gel de ducha,mercadona
5425,Langostino crudo y pelado Pescanova ultracongelado,3.25,0.2,kg,gel de ducha,mercadona
5427,Cola de langosta Hacendado ultracongelada,21.95,0.185,kg,gel de ducha,mercadona
5428,Cigala mediana Hacendado ultracongelada,9.5,0.5,kg,gel de ducha,mercadona
5429,Cigala grande Hacendado ultracongelada,11.95,0.5,kg,gel de ducha,mercadona
5430,Bogavante americano grande crudo Hacendado congelado,18.15,0.55,kg,gel de ducha,mercadona
5431,Buey de mar cocido Hacendado congelado,8.95,0.6,kg,gel de ducha,mercadona
5432,Bocas grandes de cangrejo congeladas,47.5,0.5,kg,gel de ducha,mercadona
5433,Cuerpos chicos de cangrejo Dimarosa congelados,2.48,0.15,kg,gel de ducha,mercadona
5434,Cuerpos grandes de cangrejo Dimarosa congelados,26.65,0.41,kg,gel de ducha,mercadona
5435,Necora cocida Errigal Bay congelada,5.95,0.5,kg,gel de ducha,mercadona
5437,Carne de mejillon de Chile cocido Hacendado ultracongelado,2.2,0.275,kg,gel de ducha,mercadona
5438,Mejillon de Chile entero cocido Hacendado ultracongelado,2.6,0.45,kg,gel de ducha,mercadona
5441,Almeja del Pacifico Hacendado congelada,2.85,1.0,kg,gel de ducha,mercadona
5442,Almeja del pacifico Hacendado congelada,1.8,0.45,kg,gel de ducha,mercadona
5444,Vieira a la gallega Hacendado ultracongelada,2.25,0.12,kg,gel de ducha,mercadona
5445,Navaja cruda Hacendado congelada,3.5,0.45,kg,gel de ducha,mercadona
5447,Carne de almeja Hacendado ultracongelada,2.49,0.2,kg,gel de ducha,mercadona
5451,Tronquitos de surimi Pescanova ultracongelados,1.99,19.2,kg,gel de ducha,mercadona
5452,Tronquitos de surimi Pescanova ultracongelados,3.85,1.2,kg,gel de ducha,mercadona
5453,Muslitos de surimi Pescanova ultracongelados,2.15,0.45,kg,gel de ducha,mercadona
5454,Caracoles precocidos Hacendado ultracongelados,2.09,0.35,kg,gel de ducha,mercadona
5456,Filetes de merluza Argentina sin piel Hacendado ultracongelados,5.9,0.97,kg,gel de ducha,mercadona
5457,Filetes de panga ultracongelados,4.7,0.9,kg,gel de ducha,mercadona
5458,Filetes de merluza del cabo sin piel Hacendado ultracongelados,3.85,0.58,kg,gel de ducha,mercadona
5459,Rodaja de emperador Hacendado ultracongelado,3.11,0.2,kg,gel de ducha,mercadona
5460,Filetes de bacalao sin espinas Hacendado congelado,4.25,0.375,kg,gel de ducha,mercadona
5461,Medallones de merluza del cabo Hacendado ultracongelados,3.5,0.485,kg,gel de ducha,mercadona
5462,Filete de salmon rosado salvaje con piel Hacendado ultracongelado,3.18,0.3,kg,gel de ducha,mercadona
5463,Rodajas de merluza del cabo Hacendado ultracongeladas,3.95,0.58,kg,gel de ducha,mercadona
5464,Rodajas de emperador pequenas Hacendado congeladas,13.65,0.9,kg,gel de ducha,mercadona
5465,Lomos y centros de merluza del cabo Hacendado ultracongelados,3.2,0.4,kg,gel de ducha,mercadona
5466,Angurinas de surimi Pescanova ultracongeladas,1.99,0.26,kg,gel de ducha,mercadona
5467,Fritura de pescado Hacendado ultracongelada,4.49,0.6,kg,gel de ducha,mercadona
5468,Porciones de bacalao sin espinas y sin piel Hacendado congelado,5.98,0.6,kg,gel de ducha,mercadona
5469,Rodaja de tintorera con piel Hacendado ultracongelada,3.26,0.75,kg,gel de ducha,mercadona
5470,Porciones de merluza del cabo Hacendado ultracongeladas,3.8,0.5,kg,gel de ducha,mercadona
5471,Pescadilla de merluza del cabo sin cabeza Mascato ultracongelada,3.95,1.0,kg,gel de ducha,mercadona
5472,Cola de rape del cabo Hacendado ultracongelada,6.38,0.4,kg,gel de ducha,mercadona
5473,Lomo de bacalao sin espinas Hacendado congelado,5.25,0.39,kg,gel de ducha,mercadona
5474,Filetes de abadejo de Alaska sin piel Hacendado ultracongelados,4.95,0.85,kg,gel de ducha,mercadona
5476,Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados,7.25,0.97,kg,gel de ducha,mercadona
5477,Filete de fletan negro Hacendado congelado,2.8,0.2,kg,gel de ducha,mercadona
5478,Merluza del cabo sin cabeza Hacendado ultracongelada,3.74,0.7,kg,gel de ducha,mercadona
